population,tier,case,p_m,defense_avoided,form,revenue_yr,energy_yr,fixed_yr,premium_yr,residual_el_yr,net_cession_yr,crossover_rent_yr,crossover_rate_tflops_hr,obs_over_crossover
household,high_4090,case1_sameOS,1e-05,100.0,uninsured,1577.0,817.0,8.5,1.28,2.19,823.7,753.3,0.00104,2.09
household,high_4090,case1_sameOS,0.001,0.0,insured,1577.0,817.0,8.5,127.69,0.0,598.2,978.8,0.00135,1.61
household,high_4090,case1_sameOS,0.001,0.0,uninsured,1577.0,817.0,8.5,127.69,21.31,704.6,872.4,0.00121,1.81
household,high_4090,case1_sameOS,0.001,100.0,insured,1577.0,817.0,8.5,127.69,0.0,698.2,878.8,0.00121,1.79
household,high_4090,case1_sameOS,0.001,100.0,uninsured,1577.0,817.0,8.5,127.69,21.31,804.6,772.4,0.00107,2.04
household,high_4090,case1_sameOS,0.01,0.0,insured,1577.0,817.0,8.5,1276.92,0.0,-551.0,2128.0,0.00294,0.74
household,high_4090,case1_sameOS,0.01,0.0,uninsured,1577.0,817.0,8.5,1276.92,195.13,530.8,1046.2,0.00145,1.51
household,high_4090,case1_sameOS,0.01,100.0,insured,1577.0,817.0,8.5,1276.92,0.0,-451.0,2028.0,0.0028,0.78
household,high_4090,case1_sameOS,0.01,100.0,uninsured,1577.0,817.0,8.5,1276.92,195.13,630.8,946.2,0.00131,1.67
household,high_4090,case2_vm_nic,1e-05,0.0,insured,1577.0,817.0,57.75,0.01,0.0,676.6,900.4,0.00124,1.75
household,high_4090,case2_vm_nic,1e-05,0.0,uninsured,1577.0,817.0,57.75,0.01,0.02,676.6,900.4,0.00124,1.75
household,high_4090,case2_vm_nic,1e-05,100.0,insured,1577.0,817.0,57.75,0.01,0.0,776.6,800.4,0.00111,1.97
household,high_4090,case2_vm_nic,1e-05,100.0,uninsured,1577.0,817.0,57.75,0.01,0.02,776.6,800.4,0.00111,1.97
household,high_4090,case2_vm_nic,0.001,0.0,insured,1577.0,817.0,57.75,1.28,0.0,675.4,901.6,0.00125,1.75
household,high_4090,case2_vm_nic,0.001,0.0,uninsured,1577.0,817.0,57.75,1.28,0.21,676.4,900.6,0.00124,1.75
household,high_4090,case2_vm_nic,0.001,100.0,insured,1577.0,817.0,57.75,1.28,0.0,775.4,801.6,0.00111,1.97
household,high_4090,case2_vm_nic,0.001,100.0,uninsured,1577.0,817.0,57.75,1.28,0.21,776.4,800.6,0.00111,1.97
household,high_4090,case2_vm_nic,0.01,0.0,insured,1577.0,817.0,57.75,12.77,0.0,663.9,913.1,0.00126,1.73
household,high_4090,case2_vm_nic,0.01,0.0,uninsured,1577.0,817.0,57.75,12.77,1.95,674.7,902.3,0.00125,1.75
household,high_4090,case2_vm_nic,0.01,100.0,insured,1577.0,817.0,57.75,12.77,0.0,763.9,813.1,0.00112,1.94
household,high_4090,case2_vm_nic,0.01,100.0,uninsured,1577.0,817.0,57.75,12.77,1.95,774.7,802.3,0.00111,1.97
household,high_4090,case3_hw_partition,1e-05,0.0,insured,1577.0,817.0,17.95,0.0,0.0,716.4,860.6,0.00119,1.83
household,high_4090,case3_hw_partition,1e-05,0.0,uninsured,1577.0,817.0,17.95,0.0,0.0,716.4,860.6,0.00119,1.83
household,high_4090,case3_hw_partition,1e-05,100.0,insured,1577.0,817.0,17.95,0.0,0.0,816.4,760.6,0.00105,2.07
household,high_4090,case3_hw_partition,1e-05,100.0,uninsured,1577.0,817.0,17.95,0.0,0.0,816.4,760.6,0.00105,2.07
household,high_4090,case3_hw_partition,0.001,0.0,insured,1577.0,817.0,17.95,0.11,0.0,716.3,860.7,0.00119,1.83
household,high_4090,case3_hw_partition,0.001,0.0,uninsured,1577.0,817.0,17.95,0.11,0.02,716.4,860.6,0.00119,1.83
household,high_4090,case3_hw_partition,0.001,100.0,insured,1577.0,817.0,17.95,0.11,0.0,816.3,760.7,0.00105,2.07
household,high_4090,case3_hw_partition,0.001,100.0,uninsured,1577.0,817.0,17.95,0.11,0.02,816.4,760.6,0.00105,2.07
household,high_4090,case3_hw_partition,0.01,0.0,insured,1577.0,817.0,17.95,1.15,0.0,715.3,861.7,0.00119,1.83
household,high_4090,case3_hw_partition,0.01,0.0,uninsured,1577.0,817.0,17.95,1.15,0.18,716.3,860.7,0.00119,1.83
household,high_4090,case3_hw_partition,0.01,100.0,insured,1577.0,817.0,17.95,1.15,0.0,815.3,761.7,0.00105,2.07
household,high_4090,case3_hw_partition,0.01,100.0,uninsured,1577.0,817.0,17.95,1.15,0.18,816.3,760.7,0.00105,2.07
household,high_4090,case4_new_silicon,1e-05,0.0,insured,1577.0,817.0,19.75,0.0,0.0,714.6,862.4,0.00119,1.83
household,high_4090,case4_new_silicon,1e-05,0.0,uninsured,1577.0,817.0,19.75,0.0,0.0,714.6,862.4,0.00119,1.83
household,high_4090,case4_new_silicon,1e-05,100.0,insured,1577.0,817.0,19.75,0.0,0.0,814.6,762.4,0.00105,2.07
household,high_4090,case4_new_silicon,1e-05,100.0,uninsured,1577.0,817.0,19.75,0.0,0.0,814.6,762.4,0.00105,2.07
household,high_4090,case4_new_silicon,0.001,0.0,insured,1577.0,817.0,19.75,0.11,0.0,714.5,862.5,0.00119,1.83
household,high_4090,case4_new_silicon,0.001,0.0,uninsured,1577.0,817.0,19.75,0.11,0.02,714.6,862.4,0.00119,1.83
household,high_4090,case4_new_silicon,0.001,100.0,insured,1577.0,817.0,19.75,0.11,0.0,814.5,762.5,0.00105,2.07
household,high_4090,case4_new_silicon,0.001,100.0,uninsured,1577.0,817.0,19.75,0.11,0.02,814.6,762.4,0.00105,2.07
household,high_4090,case4_new_silicon,0.01,0.0,insured,1577.0,817.0,19.75,1.15,0.0,713.5,863.5,0.00119,1.83
household,high_4090,case4_new_silicon,0.01,0.0,uninsured,1577.0,817.0,19.75,1.15,0.18,714.5,862.5,0.00119,1.83
household,high_4090,case4_new_silicon,0.01,100.0,insured,1577.0,817.0,19.75,1.15,0.0,813.5,763.5,0.00106,2.07
household,high_4090,case4_new_silicon,0.01,100.0,uninsured,1577.0,817.0,19.75,1.15,0.18,814.5,762.5,0.00105,2.07
household,top_5090,case1_sameOS,1e-05,0.0,insured,2006.0,1015.3,8.5,1.28,0.0,955.3,1050.7,0.00114,1.91
household,top_5090,case1_sameOS,1e-05,0.0,uninsured,2006.0,1015.3,8.5,1.28,2.19,954.4,1051.6,0.00114,1.91
household,top_5090,case1_sameOS,1e-05,100.0,insured,2006.0,1015.3,8.5,1.28,0.0,1055.3,950.7,0.00103,2.11
household,top_5090,case1_sameOS,1e-05,100.0,uninsured,2006.0,1015.3,8.5,1.28,2.19,1054.4,951.6,0.00103,2.11
household,top_5090,case1_sameOS,0.001,0.0,insured,2006.0,1015.3,8.5,127.69,0.0,828.9,1177.1,0.00128,1.7
household,top_5090,case1_sameOS,0.001,0.0,uninsured,2006.0,1015.3,8.5,127.69,21.31,935.3,1070.7,0.00116,1.87
household,top_5090,case1_sameOS,0.001,100.0,insured,2006.0,1015.3,8.5,127.69,0.0,928.9,1077.1,0.00117,1.86
household,top_5090,case1_sameOS,0.001,100.0,uninsured,2006.0,1015.3,8.5,127.69,21.31,1035.3,970.7,0.00106,2.07
household,top_5090,case1_sameOS,0.01,0.0,insured,2006.0,1015.3,8.5,1276.92,0.0,-320.3,2326.3,0.00253,0.86
household,top_5090,case1_sameOS,0.01,0.0,uninsured,2006.0,1015.3,8.5,1276.92,195.13,761.5,1244.5,0.00135,1.61
household,top_5090,case1_sameOS,0.01,100.0,insured,2006.0,1015.3,8.5,1276.92,0.0,-220.3,2226.3,0.00242,0.9
household,top_5090,case1_sameOS,0.01,100.0,uninsured,2006.0,1015.3,8.5,1276.92,195.13,861.5,1144.5,0.00124,1.75
household,top_5090,case2_vm_nic,1e-05,0.0,insured,2006.0,1015.3,57.75,0.01,0.0,907.3,1098.7,0.00119,1.83
household,top_5090,case2_vm_nic,1e-05,0.0,uninsured,2006.0,1015.3,57.75,0.01,0.02,907.3,1098.7,0.00119,1.83
household,top_5090,case2_vm_nic,1e-05,100.0,insured,2006.0,1015.3,57.75,0.01,0.0,1007.3,998.7,0.00109,2.01
household,top_5090,case2_vm_nic,1e-05,100.0,uninsured,2006.0,1015.3,57.75,0.01,0.02,1007.3,998.7,0.00109,2.01
household,top_5090,case2_vm_nic,0.001,0.0,insured,2006.0,1015.3,57.75,1.28,0.0,906.1,1099.9,0.0012,1.82
household,top_5090,case2_vm_nic,0.001,0.0,uninsured,2006.0,1015.3,57.75,1.28,0.21,907.1,1098.9,0.00119,1.82
household,top_5090,case2_vm_nic,0.001,100.0,insured,2006.0,1015.3,57.75,1.28,0.0,1006.1,999.9,0.00109,2.01
household,top_5090,case2_vm_nic,0.001,100.0,uninsured,2006.0,1015.3,57.75,1.28,0.21,1007.1,998.9,0.00109,2.01
household,top_5090,case2_vm_nic,0.01,0.0,insured,2006.0,1015.3,57.75,12.77,0.0,894.6,1111.4,0.00121,1.8
household,top_5090,case2_vm_nic,0.01,0.0,uninsured,2006.0,1015.3,57.75,12.77,1.95,905.4,1100.6,0.0012,1.82
household,top_5090,case2_vm_nic,0.01,100.0,insured,2006.0,1015.3,57.75,12.77,0.0,994.6,1011.4,0.0011,1.98
household,top_5090,case2_vm_nic,0.01,100.0,uninsured,2006.0,1015.3,57.75,12.77,1.95,1005.4,1000.6,0.00109,2.0
household,top_5090,case3_hw_partition,1e-05,0.0,insured,2006.0,1015.3,17.95,0.0,0.0,947.1,1058.9,0.00115,1.89
household,top_5090,case3_hw_partition,1e-05,0.0,uninsured,2006.0,1015.3,17.95,0.0,0.0,947.1,1058.9,0.00115,1.89
household,top_5090,case3_hw_partition,1e-05,100.0,insured,2006.0,1015.3,17.95,0.0,0.0,1047.1,958.9,0.00104,2.09
household,top_5090,case3_hw_partition,1e-05,100.0,uninsured,2006.0,1015.3,17.95,0.0,0.0,1047.1,958.9,0.00104,2.09
household,top_5090,case3_hw_partition,0.001,0.0,insured,2006.0,1015.3,17.95,0.11,0.0,947.0,1059.0,0.00115,1.89
household,top_5090,case3_hw_partition,0.001,0.0,uninsured,2006.0,1015.3,17.95,0.11,0.02,947.1,1058.9,0.00115,1.89
household,top_5090,case3_hw_partition,0.001,100.0,insured,2006.0,1015.3,17.95,0.11,0.0,1047.0,959.0,0.00104,2.09
household,top_5090,case3_hw_partition,0.001,100.0,uninsured,2006.0,1015.3,17.95,0.11,0.02,1047.1,958.9,0.00104,2.09
household,top_5090,case3_hw_partition,0.01,0.0,insured,2006.0,1015.3,17.95,1.15,0.0,946.0,1060.0,0.00115,1.89
household,top_5090,case3_hw_partition,0.01,0.0,uninsured,2006.0,1015.3,17.95,1.15,0.18,947.0,1059.0,0.00115,1.89
household,top_5090,case3_hw_partition,0.01,100.0,insured,2006.0,1015.3,17.95,1.15,0.0,1046.0,960.0,0.00104,2.09
household,top_5090,case3_hw_partition,0.01,100.0,uninsured,2006.0,1015.3,17.95,1.15,0.18,1047.0,959.0,0.00104,2.09
household,top_5090,case4_new_silicon,1e-05,0.0,insured,2006.0,1015.3,19.75,0.0,0.0,945.3,1060.7,0.00115,1.89
household,top_5090,case4_new_silicon,1e-05,0.0,uninsured,2006.0,1015.3,19.75,0.0,0.0,945.3,1060.7,0.00115,1.89
household,top_5090,case4_new_silicon,1e-05,100.0,insured,2006.0,1015.3,19.75,0.0,0.0,1045.3,960.7,0.00104,2.09
household,top_5090,case4_new_silicon,1e-05,100.0,uninsured,2006.0,1015.3,19.75,0.0,0.0,1045.3,960.7,0.00104,2.09
household,top_5090,case4_new_silicon,0.001,0.0,insured,2006.0,1015.3,19.75,0.11,0.0,945.2,1060.8,0.00115,1.89
household,top_5090,case4_new_silicon,0.001,0.0,uninsured,2006.0,1015.3,19.75,0.11,0.02,945.3,1060.7,0.00115,1.89
household,top_5090,case4_new_silicon,0.001,100.0,insured,2006.0,1015.3,19.75,0.11,0.0,1045.2,960.8,0.00104,2.09
household,top_5090,case4_new_silicon,0.001,100.0,uninsured,2006.0,1015.3,19.75,0.11,0.02,1045.3,960.7,0.00104,2.09
household,top_5090,case4_new_silicon,0.01,0.0,insured,2006.0,1015.3,19.75,1.15,0.0,944.2,1061.8,0.00115,1.89
household,top_5090,case4_new_silicon,0.01,0.0,uninsured,2006.0,1015.3,19.75,1.15,0.18,945.2,1060.8,0.00115,1.89
household,top_5090,case4_new_silicon,0.01,100.0,insured,2006.0,1015.3,19.75,1.15,0.0,1044.2,961.8,0.00105,2.08
household,top_5090,case4_new_silicon,0.01,100.0,uninsured,2006.0,1015.3,19.75,1.15,0.18,1045.2,960.8,0.00104,2.09
