turn_id,date,speaker,n_words,lex_hits,llr,flag05,flag01
2022-12-06#t10053,2022-12-06,Mr. G. Arseneault,322,0,-3.199,False,False
2022-12-14#t10600,2022-12-14,Mr. C. Chiasson,322,0,-3.199,False,False
2023-06-08#t12510,2023-06-08,Mr. K. Arseneau,322,0,-3.199,False,False
2023-06-09#t12628,2023-06-09,Ms. Mitton,322,0,-3.199,False,False
2023-06-13#t12718,2023-06-13,Hon. Mr. Higgs,322,0,-3.199,False,False
2023-11-21#t14097,2023-11-21,Mr. K. Chiasson,322,0,-3.199,False,False
2023-12-06#t15080,2023-12-06,Hon. Mr. Fitch,322,0,-3.199,False,False
2021-03-17#t1497,2021-03-17,Mr. Coon,323,0,-3.209,False,False
2021-11-25#t4697,2021-11-25,Madam Deputy Speaker,323,0,-3.209,False,False
2021-12-03#t5119,2021-12-03,Hon. Ms. Scott-Wallace,323,0,-3.209,False,False
2022-11-03#t9074,2022-11-03,Ms. Mitton,323,0,-3.209,False,False
2022-11-03#t9101,2022-11-03,Mr. Bourque,323,0,-3.209,False,False
2022-11-25#t9926,2022-11-25,Mr. Gauvin,323,0,-3.209,False,False
2023-12-06#t15026,2023-12-06,Mr. J. LeBlanc,323,0,-3.209,False,False
2023-12-07#t15109,2023-12-07,Mr. Coon,323,0,-3.209,False,False
2021-03-23#t1692,2021-03-23,Mr. G. Arseneault,324,0,-3.219,False,False
2021-12-17#t5976,2021-12-17,Mr. Coon,324,0,-3.219,False,False
2022-11-02#t8953,2022-11-02,,324,0,-3.219,False,False
2023-10-25#t13440,2023-10-25,Mr. J. LeBlanc,324,0,-3.219,False,False
2023-11-21#t14089,2023-11-21,Ms. Holt,324,0,-3.219,False,False
2023-11-24#t14429,2023-11-24,,324,0,-3.219,False,False
2023-12-08#t15288,2023-12-08,Mr. Coon,324,0,-3.219,False,False
2022-05-12#t6866,2022-05-12,Hon. Mrs. Johnson,1126,2,-3.223,False,False
2026-05-07#t2854,2026-05-07,Mr. Lee,325,0,-3.229,False,False
2021-05-11#t2074,2021-05-11,Mr. K. Arseneau,325,0,-3.229,False,False
2021-11-26#t4803,2021-11-26,,325,0,-3.229,False,False
2023-10-25#t13414,2023-10-25,Mr. K. Arseneau,325,0,-3.229,False,False
2024-05-15#t16723,2024-05-15,,325,0,-3.229,False,False
2020-11-17#t27,2020-11-17,,1175,2,-3.235,False,False
2022-12-16#t10824,2022-12-16,Hon. Mr. Higgs,624,1,-3.236,False,False
2026-05-07#t2748,2026-05-07,Ms. Scott-Wallace,326,0,-3.239,False,False
2020-12-16#t920,2020-12-16,Mr. G. Arseneault,326,0,-3.239,False,False
2021-11-10#t4375,2021-11-10,Mr. Coon,326,0,-3.239,False,False
2022-03-24#t6070,2022-03-24,Mr. McKee,326,0,-3.239,False,False
2022-05-19#t7183,2022-05-19,Mr. Bourque,326,0,-3.239,False,False
2022-06-08#t7823,2022-06-08,Mr. G. Arseneault,326,0,-3.239,False,False
2022-11-15#t9204,2022-11-15,Ms. Mitton,326,0,-3.239,False,False
2022-11-18#t9580,2022-11-18,Hon. Mr. Holder,326,0,-3.239,False,False
2025-12-04#t1556,2025-12-04,Ms. Wilcott,463,1,-3.246,False,False
2021-12-17#t5934,2021-12-17,Hon. Mr. Holland,625,1,-3.246,False,False
2025-10-24#t167,2025-10-24,Ms. Mitton,327,0,-3.249,False,False
2025-11-19#t1026,2025-11-19,Ms. M. Johnson,327,0,-3.249,False,False
2020-12-17#t1137,2020-12-17,Hon. Ms. Scott-Wallace,327,0,-3.249,False,False
2021-12-02#t5039,2021-12-02,Mr. LeBlanc,327,0,-3.249,False,False
2022-03-30#t6341,2022-03-30,Hon. Mr. Flemming,327,0,-3.249,False,False
2022-06-02#t7550,2022-06-02,,327,0,-3.249,False,False
2022-06-09#t7911,2022-06-09,Mr. Bourque,327,0,-3.249,False,False
2022-11-23#t9717,2022-11-23,,327,0,-3.249,False,False
2023-10-25#t13427,2023-10-25,,327,0,-3.249,False,False
2023-11-01#t13753,2023-11-01,,788,1,-3.256,False,False
2025-12-02#t1378,2025-12-02,Ms. Mitton,328,0,-3.259,False,False
2026-03-18#t2126,2026-03-18,Mr. Coon,328,0,-3.259,False,False
2020-12-09#t540,2020-12-09,Mrs. Harris,328,0,-3.259,False,False
2023-05-10#t11620,2023-05-10,Mr. Coon,328,0,-3.259,False,False
2023-05-10#t11629,2023-05-10,Mr. Coon,328,0,-3.259,False,False
2023-05-17#t12021,2023-05-17,Mr. G. Arseneault,328,0,-3.259,False,False
2023-06-09#t12609,2023-06-09,Mr. McKee,328,0,-3.259,False,False
2026-05-08#t2890,2026-05-08,Mr. Bourque,329,0,-3.269,False,False
2020-12-17#t1131,2020-12-17,Hon. Mr. Higgs,329,0,-3.269,False,False
2021-12-03#t5058,2021-12-03,Hon. Mr. Cardy,329,0,-3.269,False,False
2022-05-11#t6702,2022-05-11,Mr. D’Amours,329,0,-3.269,False,False
2022-05-11#t6715,2022-05-11,Mr. D. Landry,329,0,-3.269,False,False
2022-11-18#t9571,2022-11-18,Mr. Coon,329,0,-3.269,False,False
2023-03-22#t10929,2023-03-22,Mr. D’Amours,329,0,-3.269,False,False
2023-10-18#t13159,2023-10-18,Mr. Coon,329,0,-3.269,False,False
2023-11-30#t14703,2023-11-30,Mr. K. Arseneau,329,0,-3.269,False,False
2024-03-26#t15732,2024-03-26,Ms. Holt,329,0,-3.269,False,False
2024-05-08#t16360,2024-05-08,Mr. McKee,329,0,-3.269,False,False
2025-10-30#t425,2025-10-30,Mr. Lee,330,0,-3.278,False,False
2025-12-11#t1934,2025-12-11,Mr. Cullins,330,0,-3.278,False,False
2021-03-17#t1507,2021-03-17,Mr. Coon,330,0,-3.278,False,False
2021-06-10#t3694,2021-06-10,Mr. Speaker,330,0,-3.278,False,False
2021-12-15#t5789,2021-12-15,Mr. D’Amours,330,0,-3.278,False,False
2022-03-31#t6437,2022-03-31,Mr. K. Arseneau,330,0,-3.278,False,False
2022-10-26#t8678,2022-10-26,Hon. Mr. Carr,330,0,-3.278,False,False
2022-11-25#t9913,2022-11-25,,330,0,-3.278,False,False
2022-12-13#t10500,2022-12-13,Mr. G. Arseneault,330,0,-3.278,False,False
2023-05-09#t11500,2023-05-09,Mr. K. Arseneau,330,0,-3.278,False,False
2023-05-10#t11607,2023-05-10,Mr. C. Chiasson,330,0,-3.278,False,False
2023-06-15#t12923,2023-06-15,Mr. Wetmore,330,0,-3.278,False,False
2023-10-25#t13447,2023-10-25,Mr. J. LeBlanc,330,0,-3.278,False,False
2024-03-22#t15698,2024-03-22,,330,0,-3.278,False,False
2024-05-07#t16179,2024-05-07,Mr. K. Arseneau,330,0,-3.278,False,False
2024-05-29#t17106,2024-05-29,Hon. M. Wilson,330,0,-3.278,False,False
2024-05-29#t17107,2024-05-29,Mr. M. LeBlanc,330,0,-3.278,False,False
2024-06-06#t17599,2024-06-06,Hon. Mr. Fitch,330,0,-3.278,False,False
2025-12-04#t1515,2025-12-04,Hon. Mr. D’Amours,331,0,-3.288,False,False
2022-06-01#t7463,2022-06-01,Mr. Speaker,331,0,-3.288,False,False
2022-10-04#t8043,2022-10-04,Hon. Mr. Cardy,331,0,-3.288,False,False
2022-11-01#t8848,2022-11-01,Mr. Coon,331,0,-3.288,False,False
2022-11-02#t8948,2022-11-02,Mr. C. Chiasson,331,0,-3.288,False,False
2023-03-24#t11032,2023-03-24,Hon. Mr. Holland,331,0,-3.288,False,False
2024-05-09#t16457,2024-05-09,Mr. Bourque,1311,2,-3.292,False,False
2026-03-24#t2297,2026-03-24,Ms. Mitton,332,0,-3.298,False,False
2021-03-24#t1789,2021-03-24,,332,0,-3.298,False,False
2021-05-21#t2918,2021-05-21,Hon. Mr. Savoie,332,0,-3.298,False,False
2021-12-02#t5044,2021-12-02,Mr. Coon,332,0,-3.298,False,False
2022-03-31#t6424,2022-03-31,,332,0,-3.298,False,False
2022-06-08#t7812,2022-06-08,,332,0,-3.298,False,False
2022-06-10#t7935,2022-06-10,Ms. Mitton,332,0,-3.298,False,False
2022-11-02#t8944,2022-11-02,Mr. K. Arseneau,332,0,-3.298,False,False
2022-12-14#t10596,2022-12-14,Mr. C. Chiasson,332,0,-3.298,False,False
2022-12-16#t10819,2022-12-16,Mr. Coon,332,0,-3.298,False,False
2022-12-16#t10829,2022-12-16,Mr. Speaker addressed Her Honour as follows,332,0,-3.298,False,False
2024-03-19#t15517,2024-03-19,Hon. G. Savoie,332,0,-3.298,False,False
2023-10-26#t13585,2023-10-26,Hon. Mr. Steeves,631,1,-3.306,False,False
2025-11-07#t904,2025-11-07,Hon. Ms. Holt,333,0,-3.308,False,False
2020-12-17#t1139,2020-12-17,Ms. Mitton,333,0,-3.308,False,False
2021-06-10#t3604,2021-06-10,Mr. Speaker,333,0,-3.308,False,False
2022-03-31#t6423,2022-03-31,Mr. Speaker,333,0,-3.308,False,False
2022-06-02#t7562,2022-06-02,Mr. C. Chiasson,333,0,-3.308,False,False
2023-05-18#t12147,2023-05-18,Ms. Mitton,333,0,-3.308,False,False
2023-11-24#t14425,2023-11-24,,333,0,-3.308,False,False
2021-03-17#t1493,2021-03-17,Mr. Coon,334,0,-3.318,False,False
2021-05-20#t2734,2021-05-20,Hon. Ms. Green,334,0,-3.318,False,False
2021-05-21#t2947,2021-05-21,Mr. LePage,334,0,-3.318,False,False
2023-03-28#t11112,2023-03-28,Hon. Mr. Fitch,334,0,-3.318,False,False
2023-10-18#t13158,2023-10-18,Mr. Legacy,334,0,-3.318,False,False
2026-03-24#t2302,2026-03-24,Mr. Hogan,335,0,-3.328,False,False
2026-05-13#t3088,2026-05-13,Mr. Weir,335,0,-3.328,False,False
2020-11-18#t127,2020-11-18,Mr. Coon,335,0,-3.328,False,False
2020-12-08#t371,2020-12-08,Hon. Ms. Scott-Wallace,335,0,-3.328,False,False
2020-12-08#t394,2020-12-08,Mr. McKee,335,0,-3.328,False,False
2020-12-17#t1132,2020-12-17,Hon. Mr. Higgs,335,0,-3.328,False,False
2021-05-13#t2242,2021-05-13,Mr. Carr,335,0,-3.328,False,False
2021-05-14#t2443,2021-05-14,Mr. LePage,335,0,-3.328,False,False
2021-11-05#t4182,2021-11-05,Ms. Thériault,335,0,-3.328,False,False
2022-06-02#t7552,2022-06-02,Mr. C. Chiasson,335,0,-3.328,False,False
2022-11-01#t8866,2022-11-01,Mr. G. Arseneault,335,0,-3.328,False,False
2022-11-02#t8952,2022-11-02,Mr. Guitard,335,0,-3.328,False,False
2022-11-18#t9575,2022-11-18,,335,0,-3.328,False,False
2023-05-11#t11773,2023-05-11,Hon. Mr. G. Savoie,335,0,-3.328,False,False
2023-06-09#t12629,2023-06-09,Hon. Mr. Fitch,335,0,-3.328,False,False
2023-10-25#t13412,2023-10-25,Hon. Ms. Scott-Wallace,335,0,-3.328,False,False
2023-10-25#t13450,2023-10-25,Mr. J. LeBlanc,335,0,-3.328,False,False
2023-11-24#t14422,2023-11-24,Mr. Legacy,335,0,-3.328,False,False
2023-12-05#t14918,2023-12-05,Mr. D’Amours,335,0,-3.328,False,False
2023-12-06#t15073,2023-12-06,Mr. M. LeBlanc,335,0,-3.328,False,False
2025-12-09#t1719,2025-12-09,Mr. Chair,336,0,-3.338,False,False
2026-05-14#t3190,2026-05-14,Hon. Mr. Finnigan,336,0,-3.338,False,False
2020-12-15#t833,2020-12-15,Mrs. Conroy,336,0,-3.338,False,False
2021-05-21#t2955,2021-05-21,Mr. LeBlanc,336,0,-3.338,False,False
2022-03-30#t6366,2022-03-30,Mr. K. Chiasson,336,0,-3.338,False,False
2022-11-02#t8998,2022-11-02,Mr. K. Arseneau,336,0,-3.338,False,False
2022-11-18#t9578,2022-11-18,,336,0,-3.338,False,False
2022-12-08#t10317,2022-12-08,Mr. C. Chiasson,336,0,-3.338,False,False
2023-06-09#t12631,2023-06-09,Mr. Coon,336,0,-3.338,False,False
2023-06-13#t12715,2023-06-13,Mr. Coon,336,0,-3.338,False,False
2024-05-08#t16340,2024-05-08,,336,0,-3.338,False,False
2020-12-08#t395,2020-12-08,Mr. K. Arseneau,337,0,-3.348,False,False
2022-05-12#t6870,2022-05-12,Hon. Mr. Hogan,337,0,-3.348,False,False
2022-11-17#t9443,2022-11-17,Mr. LeBlanc,337,0,-3.348,False,False
2021-05-21#t2929,2021-05-21,Mr. G. Arseneault,338,0,-3.358,False,False
2022-11-16#t9359,2022-11-16,Mr. K. Arseneau,338,0,-3.358,False,False
2022-11-23#t9711,2022-11-23,Mr. K. Arseneau,338,0,-3.358,False,False
2023-03-24#t11041,2023-03-24,Mr. Gauvin,338,0,-3.358,False,False
2023-10-20#t13240,2023-10-20,Mr. Coon,338,0,-3.358,False,False
2023-11-02#t13838,2023-11-02,Hon. Mr. Austin,338,0,-3.358,False,False
2024-03-27#t15912,2024-03-27,Mr. D’Amours,338,0,-3.358,False,False
2026-03-27#t2557,2026-03-27,Hon. Ms. Holt,339,0,-3.368,False,False
2021-03-17#t1442,2021-03-17,Mr. Austin,339,0,-3.368,False,False
2021-05-13#t2367,2021-05-13,Mr. Coon,339,0,-3.368,False,False
2022-11-02#t8950,2022-11-02,Mr. K. Arseneau,339,0,-3.368,False,False
2023-06-06#t12300,2023-06-06,Mr. Mallet,339,0,-3.368,False,False
2024-05-07#t16211,2024-05-07,Mr. Coon,339,0,-3.368,False,False
2024-05-09#t16439,2024-05-09,Mr. Coon,339,0,-3.368,False,False
2024-05-09#t16458,2024-05-09,Mr. D’Amours,339,0,-3.368,False,False
2020-12-10#t683,2020-12-10,Mr. K. Arseneau,340,0,-3.378,False,False
2021-02-12#t1416,2021-02-12,Mr. LeBlanc,340,0,-3.378,False,False
2021-05-19#t2715,2021-05-19,,340,0,-3.378,False,False
2021-06-03#t3179,2021-06-03,Mrs. Harris,340,0,-3.378,False,False
2021-11-26#t4802,2021-11-26,Mr. Austin,340,0,-3.378,False,False
2022-05-10#t6545,2022-05-10,Mr. K. Arseneau,340,0,-3.378,False,False
2022-11-15#t9225,2022-11-15,Mr. LePage,340,0,-3.378,False,False
2023-03-23#t10942,2023-03-23,Mr. Legacy,340,0,-3.378,False,False
2025-11-18#t931,2025-11-18,Hon. C. Chiasson,341,0,-3.388,False,False
2020-12-15#t836,2020-12-15,,341,0,-3.388,False,False
2021-02-12#t1382,2021-02-12,Ms. Thériault,341,0,-3.388,False,False
2021-05-14#t2464,2021-05-14,Mr. C. Chiasson,341,0,-3.388,False,False
2021-06-02#t3118,2021-06-02,Mrs. Harris,341,0,-3.388,False,False
2022-10-06#t8350,2022-10-06,Hon. Mr. Steeves,341,0,-3.388,False,False
2023-06-15#t12911,2023-06-15,Mr. K. Arseneau,341,0,-3.388,False,False
2024-03-26#t15728,2024-03-26,Mr. C. Chiasson,341,0,-3.388,False,False
2024-05-08#t16305,2024-05-08,Mr. Losier,341,0,-3.388,False,False
2024-05-31#t17350,2024-05-31,,341,0,-3.388,False,False
2020-12-09#t520,2020-12-09,,342,0,-3.398,False,False
2021-05-18#t2567,2021-05-18,Mr. Austin,342,0,-3.398,False,False
2021-12-14#t5730,2021-12-14,Ms. Mitton,342,0,-3.398,False,False
2022-06-02#t7556,2022-06-02,Mr. C. Chiasson,342,0,-3.398,False,False
2022-11-24#t9801,2022-11-24,Mr. G. Arseneault,342,0,-3.398,False,False
2023-06-13#t12713,2023-06-13,Hon. Mr. Holland,342,0,-3.398,False,False
2024-05-14#t16624,2024-05-14,Hon. G. Savoie,342,0,-3.398,False,False
2023-12-01#t14817,2023-12-01,Hon. Mr. Hogan,479,1,-3.405,False,False
2021-05-21#t2919,2021-05-21,,343,0,-3.408,False,False
2022-11-17#t9446,2022-11-17,Ms. Thériault,343,0,-3.408,False,False
2023-10-31#t13651,2023-10-31,Ms. Mitton,343,0,-3.408,False,False
2023-12-01#t14832,2023-12-01,Mr. Bourque,343,0,-3.408,False,False
2025-11-20#t1174,2025-11-20,Mr. Deputy Speaker,736,1,-3.411,False,False
2021-03-25#t1841,2021-03-25,Hon. Ms. Scott-Wallace,344,0,-3.418,False,False
2021-06-02#t3167,2021-06-02,Mr. Gauvin,344,0,-3.418,False,False
2021-11-04#t4048,2021-11-04,Mr. Melanson,344,0,-3.418,False,False
2022-05-10#t6583,2022-05-10,Ms. Mitton,344,0,-3.418,False,False
2023-03-28#t11130,2023-03-28,Mr. Speaker,344,0,-3.418,False,False
2023-05-10#t11637,2023-05-10,Mr. G. Arseneault,344,0,-3.418,False,False
2023-11-22#t14214,2023-11-22,Mr. G. Arseneault,344,0,-3.418,False,False
2023-12-07#t15188,2023-12-07,,344,0,-3.418,False,False
2025-12-04#t1553,2025-12-04,Mr. Hogan,345,0,-3.428,False,False
2026-03-25#t2411,2026-03-25,Mr. Weir,345,0,-3.428,False,False
2019-11-27#t251,2019-11-27,,345,0,-3.428,False,False
2020-11-18#t126,2020-11-18,Mr. Melanson,345,0,-3.428,False,False
2021-05-18#t2575,2021-05-18,,345,0,-3.428,False,False
2021-06-08#t3460,2021-06-08,,345,0,-3.428,False,False
2022-05-19#t7222,2022-05-19,Mr. K. Arseneau,345,0,-3.428,False,False
2022-11-17#t9466,2022-11-17,Mr. G. Arseneault,345,0,-3.428,False,False
2022-12-06#t10059,2022-12-06,,345,0,-3.428,False,False
2023-05-18#t12137,2023-05-18,Mr. Bourque,345,0,-3.428,False,False
2023-10-18#t13153,2023-10-18,Mr. McKee,345,0,-3.428,False,False
2026-05-05#t2632,2026-05-05,Hon. Mr. Randall,346,0,-3.437,False,False
2020-12-08#t421,2020-12-08,,346,0,-3.437,False,False
2022-03-31#t6432,2022-03-31,Mr. Turner,346,0,-3.437,False,False
2022-12-16#t10823,2022-12-16,Mr. McKee,346,0,-3.437,False,False
2023-05-18#t12190,2023-05-18,Hon. Mr. Fitch,346,0,-3.437,False,False
2023-11-24#t14421,2023-11-24,Hon. Mr. Holland,346,0,-3.437,False,False
2023-12-08#t15309,2023-12-08,Hon. G. Savoie,346,0,-3.437,False,False
2024-03-26#t15801,2024-03-26,,346,0,-3.437,False,False
2021-05-12#t2192,2021-05-12,,347,0,-3.447,False,False
2021-06-03#t3265,2021-06-03,,347,0,-3.447,False,False
2022-06-09#t7912,2022-06-09,Mr. Coon,347,0,-3.447,False,False
2023-05-11#t11771,2023-05-11,Hon. Mr. G. Savoie,347,0,-3.447,False,False
2023-12-12#t15370,2023-12-12,Ms. Mitton,347,0,-3.447,False,False
2025-12-09#t1690,2025-12-09,Ms. Conroy,348,0,-3.457,False,False
2020-12-17#t1144,2020-12-17,Mrs. Conroy,348,0,-3.457,False,False
2021-05-20#t2798,2021-05-20,Mr. Bourque,348,0,-3.457,False,False
2021-11-09#t4280,2021-11-09,Mr. Coon,348,0,-3.457,False,False
2022-03-23#t6003,2022-03-23,Hon. Ms. Green,348,0,-3.457,False,False
2022-11-15#t9197,2022-11-15,Ms. Mitton,348,0,-3.457,False,False
2022-11-15#t9237,2022-11-15,Mr. K. Chiasson,348,0,-3.457,False,False
2023-11-03#t13968,2023-11-03,Mr. Mallet,348,0,-3.457,False,False
2024-05-31#t17349,2024-05-31,Mr. Coon,348,0,-3.457,False,False
2024-06-06#t17637,2024-06-06,,348,0,-3.457,False,False
2021-11-02#t3858,2021-11-02,Ms. Thériault,349,0,-3.467,False,False
2022-03-25#t6151,2022-03-25,Hon. Mr. Fitch,349,0,-3.467,False,False
2022-05-12#t6748,2022-05-12,Hon. Mr. Crossman,349,0,-3.467,False,False
2023-10-31#t13649,2023-10-31,Hon. Mr. Fitch,349,0,-3.467,False,False
2024-05-30#t17216,2024-05-30,Mr. Coon,349,0,-3.467,False,False
2025-12-02#t1379,2025-12-02,Mr. Weir,350,0,-3.477,False,False
2026-05-05#t2568,2026-05-05,Hon. Mr. Herron,350,0,-3.477,False,False
2021-05-21#t2959,2021-05-21,Mr. Austin,350,0,-3.477,False,False
2021-12-10#t5631,2021-12-10,Mr. C. Chiasson,350,0,-3.477,False,False
2021-12-16#t5858,2021-12-16,Hon. Mr. Savoie,350,0,-3.477,False,False
2023-05-18#t12148,2023-05-18,,350,0,-3.477,False,False
2025-12-09#t1678,2025-12-09,Hon. Ms. Holt,351,0,-3.487,False,False
2026-03-27#t2561,2026-03-27,Mr. Chair,351,0,-3.487,False,False
2020-12-17#t1138,2020-12-17,Ms. Thériault,351,0,-3.487,False,False
2021-03-16#t1430,2021-03-16,,351,0,-3.487,False,False
2021-06-10#t3602,2021-06-10,Mr. Austin,351,0,-3.487,False,False
2021-11-03#t3987,2021-11-03,,351,0,-3.487,False,False
2021-12-10#t5629,2021-12-10,Mr. C. Chiasson,351,0,-3.487,False,False
2022-12-14#t10531,2022-12-14,Mr. Ames,351,0,-3.487,False,False
2023-05-18#t12185,2023-05-18,Hon. Mr. Fitch,351,0,-3.487,False,False
2023-10-25#t13413,2023-10-25,Ms. Thériault,351,0,-3.487,False,False
2023-10-25#t13464,2023-10-25,Hon. Ms. Scott-Wallace,351,0,-3.487,False,False
2024-03-27#t15985,2024-03-27,Hon. Mr. Ames,351,0,-3.487,False,False
2026-03-25#t2450,2026-03-25,Ms. Conroy,352,0,-3.497,False,False
2021-06-01#t3029,2021-06-01,,352,0,-3.497,False,False
2021-11-04#t4064,2021-11-04,Mr. Austin,352,0,-3.497,False,False
2022-05-11#t6663,2022-05-11,,352,0,-3.497,False,False
2022-11-15#t9238,2022-11-15,Mr. K. Chiasson,352,0,-3.497,False,False
2023-10-18#t13156,2023-10-18,Ms. Mitton,352,0,-3.497,False,False
2023-10-25#t13441,2023-10-25,Ms. Mitton,352,0,-3.497,False,False
2023-11-29#t14599,2023-11-29,Hon. Mr. Higgs,352,0,-3.497,False,False
2025-10-30#t532,2025-10-30,Mr. Deputy Speaker,353,0,-3.507,False,False
2020-12-08#t373,2020-12-08,Ms. Mitton,353,0,-3.507,False,False
2020-12-08#t392,2020-12-08,Mr. K. Chiasson,353,0,-3.507,False,False
2021-03-25#t1900,2021-03-25,Mr. Austin,353,0,-3.507,False,False
2021-11-05#t4126,2021-11-05,Mrs. Anderson-Mason,353,0,-3.507,False,False
2022-03-29#t6254,2022-03-29,Ms. Mitton,353,0,-3.507,False,False
2023-05-10#t11605,2023-05-10,Mr. McKee,353,0,-3.507,False,False
2023-11-30#t14701,2023-11-30,Hon. Ms. Scott-Wallace,353,0,-3.507,False,False
2024-05-07#t16204,2024-05-07,,353,0,-3.507,False,False
2025-12-11#t1862,2025-12-11,Hon. C. Johnson,354,0,-3.517,False,False
2022-05-19#t7132,2022-05-19,Mr. C. Chiasson,354,0,-3.517,False,False
2022-11-22#t9641,2022-11-22,Mr. Guitard,354,0,-3.517,False,False
2023-06-06#t12361,2023-06-06,Hon. Mr. G. Savoie,354,0,-3.517,False,False
2023-11-22#t14195,2023-11-22,Mr. McKee,354,0,-3.517,False,False
2025-12-11#t1864,2025-12-11,Ms. Mitton,355,0,-3.527,False,False
2021-05-19#t2726,2021-05-19,,355,0,-3.527,False,False
2021-12-16#t5856,2021-12-16,Ms. Mitton,355,0,-3.527,False,False
2022-06-10#t7997,2022-06-10,Hon. Ms. Dunn,355,0,-3.527,False,False
2022-11-24#t9806,2022-11-24,Hon. Mr. Fitch,355,0,-3.527,False,False
2023-05-09#t11511,2023-05-09,Mr. K. Arseneau,355,0,-3.527,False,False
2023-10-25#t13438,2023-10-25,Mr. Legacy,355,0,-3.527,False,False
2024-05-07#t16206,2024-05-07,Ms. Mitton,355,0,-3.527,False,False
2024-06-07#t17677,2024-06-07,Hon. G. Savoie,355,0,-3.527,False,False
2025-11-21#t1291,2025-11-21,Mr. Coon,356,0,-3.537,False,False
2025-12-02#t1376,2025-12-02,Mr. M. LeBlanc,356,0,-3.537,False,False
2026-03-18#t2117,2026-03-18,Hon. Mr. Herron,356,0,-3.537,False,False
2026-03-25#t2410,2026-03-25,Madam Speaker,356,0,-3.537,False,False
2021-03-17#t1496,2021-03-17,Mr. D’Amours,356,0,-3.537,False,False
2021-11-02#t3864,2021-11-02,Ms. Mitton,356,0,-3.537,False,False
2021-12-16#t5855,2021-12-16,Mrs. Conroy,356,0,-3.537,False,False
2024-03-22#t15723,2024-03-22,Hon. Mr. Hogan,356,0,-3.537,False,False
2024-05-08#t16351,2024-05-08,Mr. K. Arseneau,356,0,-3.537,False,False
2021-05-14#t2437,2021-05-14,,357,0,-3.547,False,False
2021-11-04#t4068,2021-11-04,Mr. Austin,357,0,-3.547,False,False
2021-12-09#t5524,2021-12-09,Madam Deputy Speaker,357,0,-3.547,False,False
2022-03-22#t5985,2022-03-22,Mr. Melanson,357,0,-3.547,False,False
2022-05-10#t6559,2022-05-10,Mr. McKee,357,0,-3.547,False,False
2022-11-01#t8852,2022-11-01,Mr. Legacy,357,0,-3.547,False,False
2022-12-13#t10499,2022-12-13,Hon. Mr. Holland,357,0,-3.547,False,False
2022-12-16#t10825,2022-12-16,Mr. Speaker,357,0,-3.547,False,False
2023-11-01#t13772,2023-11-01,Mr. J. LeBlanc,357,0,-3.547,False,False
2023-11-30#t14717,2023-11-30,Mr. K. Arseneau,357,0,-3.547,False,False
2023-11-30#t14727,2023-11-30,Mr. Gauvin,357,0,-3.547,False,False
2023-12-07#t15180,2023-12-07,Mr. Losier,357,0,-3.547,False,False
2025-10-28#t275,2025-10-28,Mr. Coon,750,1,-3.55,False,False
2021-05-11#t2060,2021-05-11,Mrs. Conroy,358,0,-3.557,False,False
2021-06-10#t3639,2021-06-10,Hon. Mr. Fitch,358,0,-3.557,False,False
2021-11-12#t4456,2021-11-12,Mr. Austin,358,0,-3.557,False,False
2021-12-16#t5869,2021-12-16,Mr. Bourque,358,0,-3.557,False,False
2022-12-15#t10748,2022-12-15,Mr. Bourque,358,0,-3.557,False,False
2023-12-06#t15034,2023-12-06,,358,0,-3.557,False,False
2023-12-12#t15369,2023-12-12,Mr. K. Arseneau,358,0,-3.557,False,False
2025-10-29#t413,2025-10-29,Mr. Coon,359,0,-3.567,False,False
2025-11-18#t1000,2025-11-18,Mr. Coon,359,0,-3.567,False,False
2021-11-10#t4373,2021-11-10,Hon. Mr. Higgs,359,0,-3.567,False,False
2022-05-11#t6745,2022-05-11,Mr. Bourque,359,0,-3.567,False,False
2022-05-12#t6846,2022-05-12,,359,0,-3.567,False,False
2022-10-06#t8341,2022-10-06,Mr. LePage,359,0,-3.567,False,False
2022-11-22#t9642,2022-11-22,Mr. Coon,359,0,-3.567,False,False
2022-12-13#t10522,2022-12-13,Mr. K. Chiasson,359,0,-3.567,False,False
2023-05-16#t11931,2023-05-16,Madam Deputy Speaker,359,0,-3.567,False,False
2023-05-17#t12044,2023-05-17,Mr. K. Arseneau,359,0,-3.567,False,False
2023-06-16#t13041,2023-06-16,Mr. Speaker addressed Her Honour as follows,359,0,-3.567,False,False
2026-03-24#t2303,2026-03-24,Mr. Coon,360,0,-3.577,False,False
2026-05-06#t2727,2026-05-06,Mr. Hogan,360,0,-3.577,False,False
2021-02-12#t1307,2021-02-12,Mr. K. Arseneau,360,0,-3.577,False,False
2021-11-09#t4301,2021-11-09,,360,0,-3.577,False,False
2022-11-18#t9570,2022-11-18,Mr. D’Amours,360,0,-3.577,False,False
2023-12-12#t15403,2023-12-12,Hon. G. Savoie,360,0,-3.577,False,False
2020-12-16#t919,2020-12-16,Mr. G. Arseneault,361,0,-3.586,False,False
2021-12-02#t5014,2021-12-02,Mr. K. Chiasson,361,0,-3.586,False,False
2022-05-12#t6844,2022-05-12,,361,0,-3.586,False,False
2021-06-10#t3598,2021-06-10,Mr. Coon,362,0,-3.596,False,False
2021-12-02#t5052,2021-12-02,Mr. LePage,362,0,-3.596,False,False
2024-06-07#t17670,2024-06-07,Mr. Speaker addressed Her Honour as follows,362,0,-3.596,False,False
