seg_id,date,speaker,n_words,orig_frac,n_tok,logppl,fastdetect_d,lrr
2019-03-19#t4w0,2019-03-19,Hon. Mr. Steeves,358,0.975,439,2.43439,-0.87733,2.07937
2019-03-19#t4w1,2019-03-19,Hon. Mr. Steeves,357,0.961,422,2.13902,1.32294,2.1078
2019-03-19#t4w2,2019-03-19,Hon. Mr. Steeves,76,1.0,91,3.44055,-1.08895,1.88119
2019-03-19#t5w0,2019-03-19,,320,1.0,409,2.43509,-0.95024,2.0944
2019-03-19#t5w1,2019-03-19,,292,0.966,355,2.46336,-0.19516,2.08131
2019-03-19#t5w2,2019-03-19,,283,1.0,334,2.38063,0.23122,2.09991
2019-03-19#t5w3,2019-03-19,,332,0.988,392,2.53128,0.06528,2.02862
2019-03-19#t5w4,2019-03-19,,339,0.982,415,2.5907,-0.72191,2.03095
2019-03-19#t5w5,2019-03-19,,335,1.0,376,2.67049,-0.14023,2.00114
2019-03-19#t5w6,2019-03-19,,342,1.0,405,2.32541,0.32389,2.10603
2019-03-19#t5w7,2019-03-19,,330,0.988,375,2.40515,0.588,2.07972
2019-03-19#t5w8,2019-03-19,,337,1.0,394,2.53732,-1.01108,2.03593
2019-03-19#t5w9,2019-03-19,,338,0.985,381,2.55252,0.04631,2.09328
2019-03-19#t5w10,2019-03-19,,333,1.0,414,2.45267,-1.16692,2.02859
2019-03-19#t5w11,2019-03-19,,200,0.865,241,2.13069,1.05218,2.03823
2019-03-19#t6w0,2019-03-19,,78,1.0,98,2.71238,1.19711,1.96448
2019-03-19#t7w0,2019-03-19,Mr. Speaker,157,1.0,260,1.96678,1.02046,2.03692
2019-03-29#t8w0,2019-03-29,,59,1.0,105,2.5811,1.28715,1.9463
2019-03-29#t9w0,2019-03-29,,328,0.872,381,2.15025,-0.28709,2.17161
2019-03-29#t9w1,2019-03-29,,306,0.941,350,2.36878,-1.13655,2.07445
2019-03-29#t9w2,2019-03-29,,319,0.661,366,2.63276,-0.90171,2.02104
2019-03-29#t9w3,2019-03-29,,292,0.901,347,2.36665,0.69226,2.09504
2019-03-29#t9w4,2019-03-29,,301,0.874,368,2.34549,1.98328,2.10699
2019-03-29#t9w5,2019-03-29,,317,0.82,375,2.59931,1.34591,2.08844
2019-03-29#t9w6,2019-03-29,,341,1.0,404,2.68248,-0.22784,1.99809
2019-03-29#t9w7,2019-03-29,,317,1.0,404,2.41966,1.12532,2.0233
2019-03-29#t9w8,2019-03-29,,328,1.0,377,2.13068,1.88323,2.1132
2019-03-29#t9w9,2019-03-29,,307,1.0,348,2.35688,0.00823,2.20737
2019-03-29#t9w10,2019-03-29,,248,0.879,293,2.14961,1.79094,2.23188
2019-03-29#t9w11,2019-03-29,,307,1.0,369,2.27397,-0.5505,2.19318
2019-03-29#t9w12,2019-03-29,,287,1.0,327,2.18466,1.67861,2.11556
2019-03-29#t9w13,2019-03-29,,326,1.0,369,2.40143,2.07556,2.15916
2019-03-29#t9w14,2019-03-29,,279,1.0,322,2.39654,0.08337,2.06763
2019-03-29#t9w15,2019-03-29,,297,0.822,341,2.6506,0.79864,2.06174
2019-03-29#t9w16,2019-03-29,,344,1.0,405,2.20477,0.96909,2.15808
2019-03-29#t9w17,2019-03-29,,358,0.858,413,2.38321,1.02176,2.24401
2019-03-29#t9w18,2019-03-29,,308,0.883,350,2.525,0.31585,2.11131
2019-03-29#t9w19,2019-03-29,,326,1.0,383,2.57095,0.35827,2.12852
2019-03-29#t9w20,2019-03-29,,95,1.0,123,2.62111,-0.43163,1.92521
2019-03-29#t10w0,2019-03-29,,79,0.468,113,2.505,0.4194,2.02555
2019-03-29#t11w0,2019-03-29,Mr. Chairman,211,0.313,284,2.11386,0.66731,2.04135
2019-03-29#t15w0,2019-03-29,Mr. Speaker addressed His Honour as follows,99,0.0,133,2.14177,1.40131,2.10545
2019-03-29#t18w0,2019-03-29,,193,0.176,242,2.33856,0.26982,2.09831
2019-03-29#t19w0,2019-03-29,Mr. Speaker,59,1.0,76,2.76251,0.63388,1.91101
2019-03-29#t21w0,2019-03-29,,113,1.0,189,2.51468,-1.26659,1.92852
2019-05-10#t22w0,2019-05-10,,59,1.0,105,2.5811,1.28715,1.9463
2019-05-10#t23w0,2019-05-10,Hon. Mr. Stewart,247,1.0,294,2.52057,-0.42826,2.0309
2019-05-10#t24w0,2019-05-10,Mr. Coon,99,1.0,117,3.53307,-1.78745,1.8387
2019-05-10#t25w0,2019-05-10,Hon. Mr. Gauvin,141,0.0,210,2.34851,1.19937,1.85361
2019-05-10#t26w0,2019-05-10,Mr. D. Landry,106,1.0,144,2.18981,1.67619,1.80668
2019-05-10#t27w0,2019-05-10,Mr. Austin,201,1.0,274,2.56543,0.78015,1.96356
2019-05-10#t28w0,2019-05-10,Hon. Mrs. Anderson-Mason,223,1.0,290,2.12297,1.79618,2.03318
2019-05-10#t29w0,2019-05-10,Mrs. Harris,188,1.0,275,2.23062,1.34094,1.88295
2019-05-10#t30w0,2019-05-10,Hon. S. Wilson,224,1.0,286,2.00671,3.55119,2.20628
2019-05-10#t31w0,2019-05-10,Ms. Thériault,170,0.0,224,2.4245,0.60316,2.08278
2019-05-10#t32w0,2019-05-10,Ms. Mitton,154,0.981,210,1.74767,0.95386,2.17159
2019-05-10#t33w0,2019-05-10,Mr. LePage,170,0.0,193,2.75513,0.45319,1.94776
2019-05-10#t34w0,2019-05-10,Mr. Coon,178,1.0,223,2.29812,-0.55731,2.10365
2019-05-10#t35w0,2019-05-10,Mr. Austin,218,1.0,245,2.74642,-0.9074,2.03277
2019-05-10#t36w0,2019-05-10,Mr. Fitch,180,0.967,225,2.9017,-1.01482,2.00773
2019-05-10#t37w0,2019-05-10,Mr. C. Chiasson,170,1.0,202,2.57234,0.19153,2.11505
2019-05-10#t38w0,2019-05-10,Mrs. Conroy,185,1.0,241,2.60157,-1.30023,2.07666
2019-05-10#t39w0,2019-05-10,Ms. Mitton,223,1.0,269,1.82659,0.95334,2.26433
2019-05-10#t40w0,2019-05-10,Mr. Northrup,178,1.0,209,2.72374,0.169,1.99339
2019-05-10#t41w0,2019-05-10,Mr. K. Chiasson,159,0.0,200,3.09272,-2.10192,1.91731
2019-05-10#t42w0,2019-05-10,Mr. K. Arseneau,153,0.0,188,3.10888,-2.23301,1.89875
2019-05-10#t43w0,2019-05-10,Mr. DeSaulniers,158,1.0,183,2.46728,-0.08115,2.05228
2019-05-10#t44w0,2019-05-10,Mr. Crossman,165,1.0,196,2.63634,-0.21949,2.00477
2019-05-10#t45w0,2019-05-10,Mr. D. Landry,119,0.0,133,2.30035,1.09875,2.13183
2019-05-10#t46w0,2019-05-10,Hon. Mr. Higgs,186,1.0,213,2.71261,-0.70457,2.07779
2019-05-10#t47w0,2019-05-10,Mr. D. Landry,136,0.0,158,2.7844,0.48825,2.07205
2019-05-10#t48w0,2019-05-10,Hon. Mr. Higgs,237,1.0,276,2.59222,0.5929,2.09257
2019-05-10#t49w0,2019-05-10,Mr. D. Landry,67,0.0,81,2.80464,0.00178,2.06267
2019-05-10#t50w0,2019-05-10,Hon. Mr. Higgs,252,1.0,289,2.85967,0.16766,2.01373
2019-05-10#t52w0,2019-05-10,Hon. Mr. Holder,58,1.0,73,2.60728,0.62584,1.97337
2019-05-10#t53w0,2019-05-10,Hon. Mr. Holder,55,1.0,71,3.38607,-0.74631,1.93215
2019-05-10#t54w0,2019-05-10,Mr. Harvey,101,1.0,121,2.48901,0.96826,2.05705
2019-05-10#t55w0,2019-05-10,Hon. Mr. Holder,69,1.0,82,2.59023,0.32287,2.06992
2019-05-10#t57w0,2019-05-10,Mr. Harvey,90,1.0,106,2.49669,1.31326,2.06558
2019-05-10#t58w0,2019-05-10,Hon. Mr. Holder,148,1.0,176,2.54089,0.23859,2.12231
2019-05-10#t59w0,2019-05-10,Mr. C. Chiasson,65,1.0,75,2.87205,0.01311,1.83136
2019-05-10#t60w0,2019-05-10,Hon. S. Wilson,78,1.0,95,2.37108,0.92738,2.13131
2019-05-10#t61w0,2019-05-10,Mr. C. Chiasson,74,1.0,89,3.10628,-0.01568,1.96638
2019-05-10#t62w0,2019-05-10,Hon. S. Wilson,122,1.0,140,2.28442,1.63068,2.16068
2019-05-10#t63w0,2019-05-10,Mr. C. Chiasson,114,1.0,142,2.80154,1.46149,2.01881
2019-05-10#t64w0,2019-05-10,Hon. S. Wilson,63,1.0,75,2.24412,1.26039,2.14244
2019-05-10#t65w0,2019-05-10,Mr. D’Amours,75,0.0,82,2.65341,0.81244,2.10795
2019-05-10#t66w0,2019-05-10,Hon. Mr. Flemming,135,1.0,160,2.48062,-0.66275,2.13926
2019-05-10#t67w0,2019-05-10,Mr. D’Amours,139,1.0,167,2.45869,1.12435,2.07317
2019-05-10#t68w0,2019-05-10,Hon. Mr. Flemming,117,1.0,137,2.19863,1.72424,2.15006
2019-05-10#t69w0,2019-05-10,Mr. Bourque,141,1.0,176,3.16413,-2.9452,1.91439
2019-05-10#t70w0,2019-05-10,Hon. Mr. Higgs,255,1.0,286,2.65128,-0.7021,2.05434
2019-05-10#t71w0,2019-05-10,Mr. Bourque,177,1.0,223,2.88683,0.42138,1.9744
2019-05-10#t72w0,2019-05-10,Hon. Mr. Higgs,252,1.0,293,2.47727,0.19325,2.10185
2019-05-10#t73w0,2019-05-10,Mr. Austin,113,1.0,128,2.83903,-0.67086,1.89155
2019-05-10#t74w0,2019-05-10,Hon. Mr. Higgs,201,1.0,241,2.55422,0.30387,2.087
2019-05-10#t75w0,2019-05-10,Mr. Austin,132,1.0,154,2.40814,0.48944,2.01468
2019-05-10#t76w0,2019-05-10,Hon. Mr. Higgs,259,1.0,293,2.82712,0.12443,1.96101
2019-05-10#t77w0,2019-05-10,Mr. K. Arseneau,175,1.0,224,2.52208,0.56163,2.02194
2019-05-10#t78w0,2019-05-10,Hon. Mr. Stewart,168,1.0,212,2.65899,-0.89481,2.03669
2019-05-10#t79w0,2019-05-10,Mr. K. Arseneau,176,1.0,225,2.77639,-1.01483,1.97126
2019-05-10#t80w0,2019-05-10,Hon. Mr. Stewart,212,1.0,255,2.51089,0.35971,2.028
2019-05-10#t81w0,2019-05-10,Mr. Horsman,178,1.0,229,3.21078,-2.2435,1.9304
2019-05-10#t82w0,2019-05-10,Hon. Mr. Higgs,170,1.0,193,2.75975,-0.31309,2.0575
2019-05-10#t87w0,2019-05-10,Hon. S. Wilson,143,1.0,171,2.0154,-0.01825,2.13709
2019-05-10#t88w0,2019-05-10,Mrs. M. LeBlanc,134,0.0,158,2.54525,-0.85831,2.09298
2019-05-10#t89w0,2019-05-10,Ms. Mitton,141,1.0,162,2.36891,1.20893,2.24663
2019-05-10#t90w0,2019-05-10,Mrs. Conroy,202,1.0,224,2.20463,0.51241,2.22719
2019-05-10#t91w0,2019-05-10,Hon. Mr. Cardy,236,0.801,297,1.89382,0.50172,2.12712
2019-05-10#t92w0,2019-05-10,Mr. C. Chiasson,200,0.905,238,2.27647,0.85081,2.18055
2019-05-10#t93w0,2019-05-10,Ms. Mitton,204,0.853,246,2.1611,-0.03161,2.12043
2019-05-10#t94w0,2019-05-10,Mr. Austin,119,1.0,146,2.53645,-0.18039,2.08928
2019-05-10#t95w0,2019-05-10,Hon. Mr. Stewart,234,1.0,283,2.01564,1.56144,2.14575
2019-05-10#t96w0,2019-05-10,Mrs. Harris,266,1.0,297,2.3891,0.22727,2.16729
2019-05-10#t97w0,2019-05-10,Mr. K. Arseneau,156,1.0,187,2.80925,0.24808,2.08472
2019-05-10#t99w0,2019-05-10,Mr. Austin,148,1.0,170,2.50804,0.61401,2.10704
2019-05-10#t100w0,2019-05-10,Hon. Mr. Gauvin,81,0.0,118,2.34504,-0.02005,1.82939
2019-05-10#t101w0,2019-05-10,Mr. J. LeBlanc,55,0.0,71,2.39952,1.3408,2.16336
2019-05-10#t103w0,2019-05-10,Hon. Mr. Stewart,276,1.0,309,2.34041,0.35451,2.07816
2019-05-10#t104w0,2019-05-10,Mrs. Harris,255,1.0,295,2.77424,-1.27064,2.05053
2019-05-10#t105w0,2019-05-10,Ms. Mitton,245,1.0,290,2.64171,-0.34049,1.97854
2019-05-10#t106w0,2019-05-10,Mr. DeSaulniers,113,1.0,129,2.75776,-1.34827,2.07556
2019-05-10#t107w0,2019-05-10,Mr. Coon,252,1.0,328,2.07429,1.1133,2.16458
2019-05-10#t108w0,2019-05-10,,359,0.905,445,2.38498,-1.26305,2.06789
2019-05-10#t108w1,2019-05-10,,268,0.836,330,2.38971,-0.46474,2.02677
2019-05-10#t109w0,2019-05-10,,329,0.568,423,1.98873,1.47937,2.12506
2019-05-10#t109w1,2019-05-10,,216,0.833,276,2.13018,-0.49596,2.16886
2019-05-10#t110w0,2019-05-10,Mr. G. Arseneault,222,1.0,258,2.38149,0.87749,2.07959
2019-05-10#t111w0,2019-05-10,Mr. Savoie,129,1.0,148,2.50639,0.64372,2.10916
2019-05-10#t112w0,2019-05-10,Mr. Savoie,85,1.0,124,2.31363,0.4888,2.10815
2019-11-19#t113w0,2019-11-19,,120,0.9,190,2.4994,1.24505,2.04267
2019-11-19#t114w0,2019-11-19,Mr. Speaker,81,0.704,147,2.74693,-0.38452,1.87643
2019-11-19#t116w0,2019-11-19,,331,0.795,446,2.69382,-0.55668,1.87488
2019-11-19#t116w1,2019-11-19,,352,1.0,507,2.83499,0.65231,1.75864
2019-11-19#t116w2,2019-11-19,,347,0.553,420,2.20073,1.80338,2.0783
2019-11-19#t116w3,2019-11-19,,359,0.805,444,2.32686,2.2537,1.97104
2019-11-19#t116w4,2019-11-19,,354,0.749,454,2.29483,1.67218,2.02444
2019-11-19#t116w5,2019-11-19,,323,0.913,388,2.59096,1.2487,2.03714
2019-11-19#t116w6,2019-11-19,,314,1.0,383,2.52554,-0.25936,2.03354
2019-11-19#t116w7,2019-11-19,,323,0.554,390,2.11797,1.56447,2.13756
2019-11-19#t116w8,2019-11-19,,330,0.788,387,2.52372,-0.49211,2.06084
2019-11-19#t116w9,2019-11-19,,320,0.641,357,2.56388,-0.08774,2.04051
2019-11-19#t116w10,2019-11-19,,325,0.831,397,2.1906,0.55898,2.16625
2019-11-19#t116w11,2019-11-19,,349,0.857,384,2.4379,1.16599,2.06927
2019-11-19#t116w12,2019-11-19,,357,0.829,417,2.52556,1.74941,2.04817
2019-11-19#t116w13,2019-11-19,,281,0.623,328,2.3399,1.36578,2.09398
2019-11-19#t117w0,2019-11-19,,315,0.898,353,2.67143,0.60138,2.03006
2019-11-19#t117w1,2019-11-19,,341,0.912,410,2.22308,0.07395,2.10038
2019-11-19#t117w2,2019-11-19,,328,0.64,379,2.35326,1.0565,2.08259
2019-11-19#t118w0,2019-11-19,,359,0.688,408,2.15771,2.59425,2.17456
2019-11-19#t118w1,2019-11-19,,360,0.714,407,2.43709,0.71977,2.08473
2019-11-19#t120w0,2019-11-19,Mr. Speaker,153,0.033,199,1.95999,0.57581,2.14195
2019-11-19#t121w0,2019-11-19,,351,1.0,424,2.36541,0.3338,2.04814
2019-11-19#t121w1,2019-11-19,,325,1.0,407,2.65239,0.06432,1.9544
2019-11-19#t121w2,2019-11-19,,347,1.0,401,2.31154,1.01929,2.0962
2019-11-19#t121w3,2019-11-19,,106,1.0,125,2.16248,1.04717,2.15722
2019-11-19#t122w0,2019-11-19,"Mr. Crossman, as seconder, spoke as follows",264,1.0,324,2.55194,0.14422,2.06033
2019-11-19#t122w1,2019-11-19,"Mr. Crossman, as seconder, spoke as follows",314,1.0,368,2.67466,1.51433,2.03106
2019-11-19#t122w2,2019-11-19,"Mr. Crossman, as seconder, spoke as follows",326,1.0,382,2.82144,0.82084,1.99483
2019-11-19#t122w3,2019-11-19,"Mr. Crossman, as seconder, spoke as follows",305,0.921,427,2.46452,0.31903,2.01674
2019-11-19#t122w4,2019-11-19,"Mr. Crossman, as seconder, spoke as follows",96,1.0,176,1.80482,-0.0347,2.00366
2019-11-27#t123w0,2019-11-27,,59,0.746,105,2.59263,1.19086,1.95312
2019-11-27#t124w0,2019-11-27,Mr. D’Amours,151,0.377,195,2.28652,-0.09447,2.08646
2019-11-27#t125w0,2019-11-27,Hon. Mr. Gauvin,99,0.96,124,2.40389,0.52686,2.0481
2019-11-27#t126w0,2019-11-27,Hon. Mr. Urquhart,222,1.0,273,2.56761,0.16737,2.04758
2019-11-27#t127w0,2019-11-27,Mr. Harvey,196,1.0,244,1.96282,2.07971,2.09699
2019-11-27#t128w0,2019-11-27,Mr. Coon,175,1.0,234,2.5352,-1.31623,1.91974
2019-11-27#t129w0,2019-11-27,Mr. Fairgrieve,117,1.0,142,2.09616,-0.27782,2.20985
2019-11-27#t130w0,2019-11-27,Mr. Horsman,180,1.0,225,2.26222,1.66862,2.09816
2019-11-27#t131w0,2019-11-27,Hon. Mr. Stewart,183,1.0,224,2.33454,1.33641,2.08715
2019-11-27#t132w0,2019-11-27,Ms. Thériault,140,0.0,182,2.34376,2.24416,2.09705
2019-11-27#t133w0,2019-11-27,Ms. Mitton,104,0.0,122,2.24866,0.11606,2.03873
2019-11-27#t135w0,2019-11-27,Ms. Mitton,152,0.974,204,1.95901,1.19473,2.17181
2019-11-27#t136w0,2019-11-27,Mrs. M. LeBlanc,123,0.0,145,2.61485,-0.15225,1.96369
2019-11-27#t137w0,2019-11-27,Mr. Coon,147,1.0,187,2.53581,-1.95947,2.10174
2019-11-27#t138w0,2019-11-27,Mr. Austin,172,1.0,202,2.68339,-0.30521,1.90759
2019-11-27#t139w0,2019-11-27,Mr. Northrup,167,1.0,200,2.82592,-0.57732,1.98242
2019-11-27#t140w0,2019-11-27,Mr. Harvey,159,1.0,190,2.49303,1.24461,1.99715
2019-11-27#t141w0,2019-11-27,Ms. Mitton,169,1.0,207,2.75901,-1.67959,2.02227
2019-11-27#t142w0,2019-11-27,Mr. Fairgrieve,107,1.0,125,3.13965,-0.6808,1.93091
2019-11-27#t143w0,2019-11-27,Mr. Horsman,158,1.0,180,2.59978,0.51678,2.06612
2019-11-27#t144w0,2019-11-27,Mr. DeSaulniers,131,1.0,153,2.62013,-1.3387,2.07488
2019-11-27#t145w0,2019-11-27,Mr. Savoie,137,1.0,159,2.45667,1.1427,1.98571
2019-11-27#t146w0,2019-11-27,Mr. D. Landry,117,0.359,139,2.88768,-1.1073,2.05864
2019-11-27#t147w0,2019-11-27,Hon. Mr. Holder,125,1.0,143,2.54356,0.04451,2.05485
2019-11-27#t148w0,2019-11-27,Mr. D. Landry,65,1.0,78,3.45558,-0.32265,1.9101
2019-11-27#t149w0,2019-11-27,Hon. Mr. Holder,125,1.0,143,2.70165,0.26159,2.0714
2019-11-27#t150w0,2019-11-27,Mr. D. Landry,66,0.0,78,3.13401,-0.19843,1.96974
2019-11-27#t151w0,2019-11-27,Hon. Mr. Holder,182,1.0,213,2.50972,-0.51168,2.02659
2019-11-27#t152w0,2019-11-27,Mr. G. Arseneault,141,1.0,167,2.89552,-0.98979,1.99807
2019-11-27#t153w0,2019-11-27,Hon. Mr. Holder,198,1.0,226,2.44429,-0.06844,2.03648
2019-11-27#t154w0,2019-11-27,Mr. G. Arseneault,67,0.448,80,2.89032,0.81064,2.06252
2019-11-27#t155w0,2019-11-27,Hon. Mr. Holder,208,1.0,236,2.30187,1.07939,2.2326
2019-11-27#t156w0,2019-11-27,Mr. G. Arseneault,154,1.0,192,2.26718,-0.69399,2.08552
2019-11-27#t157w0,2019-11-27,Hon. Mr. Holder,232,0.953,267,2.73714,-0.10253,2.01334
2019-11-27#t158w0,2019-11-27,Mr. LePage,139,0.0,168,2.79265,1.28375,1.99491
2019-11-27#t159w0,2019-11-27,Hon. Mrs. Shephard,120,1.0,134,3.34943,-0.14725,1.94775
2019-11-27#t160w0,2019-11-27,Mr. LePage,132,0.0,149,2.73697,0.62074,2.04085
2019-11-27#t161w0,2019-11-27,Hon. Mr. Higgs,249,1.0,275,2.80085,-0.04279,2.01911
2019-11-27#t162w0,2019-11-27,Mr. LePage,125,0.248,144,2.52019,0.43837,2.08974
2019-11-27#t163w0,2019-11-27,Hon. Mrs. Shephard,137,1.0,154,2.86182,-0.32643,2.0547
2019-11-27#t164w0,2019-11-27,Mrs. Conroy,128,1.0,158,2.45939,-0.63385,1.97874
2019-11-27#t165w0,2019-11-27,Hon. Mr. Holland,182,1.0,211,2.80044,-0.34628,2.04951
2019-11-27#t166w0,2019-11-27,Mrs. Conroy,76,1.0,83,3.14088,-0.6925,1.93904
2019-11-27#t167w0,2019-11-27,Hon. Mr. Holland,214,1.0,250,2.7077,0.31315,2.00483
2019-11-27#t168w0,2019-11-27,Ms. Mitton,153,1.0,189,2.00567,0.47574,2.20188
2019-11-27#t169w0,2019-11-27,Hon. Mr. Holder,170,1.0,190,2.44128,0.98577,2.09174
2019-11-27#t170w0,2019-11-27,Ms. Mitton,166,1.0,194,2.52986,-0.61816,2.03885
2019-11-27#t171w0,2019-11-27,Hon. Mr. Holder,149,1.0,165,2.646,0.84078,2.09487
2019-11-27#t172w0,2019-11-27,Mrs. Harris,60,1.0,64,3.15888,0.08865,1.91468
2019-11-27#t173w0,2019-11-27,Hon. Mr. Wetmore,110,1.0,124,2.55706,-0.54002,2.05135
2019-11-27#t174w0,2019-11-27,Mrs. Harris,222,1.0,257,2.86715,1.14048,2.00686
2019-11-27#t175w0,2019-11-27,Hon. Mr. Higgs,189,1.0,220,2.41745,0.15331,2.15971
2019-11-27#t176w0,2019-11-27,Mrs. Harris,115,1.0,135,2.31298,1.00396,2.14696
2019-11-27#t177w0,2019-11-27,Hon. Mr. Higgs,178,1.0,208,2.5459,0.68671,2.08956
2019-11-27#t178w0,2019-11-27,Mr. Bourque,101,1.0,117,2.62567,0.87999,2.0162
2019-11-27#t179w0,2019-11-27,Hon. Mr. Carr,148,1.0,158,3.20014,-2.58448,1.92162
2019-11-27#t180w0,2019-11-27,Ms. Rogers,96,1.0,112,2.11902,0.6439,2.1688
2019-11-27#t182w0,2019-11-27,Mr. Horsman,60,0.767,75,2.50062,-1.01357,2.07831
2019-11-27#t183w0,2019-11-27,Hon. Mr. Holland,163,1.0,183,2.45082,0.08377,2.12508
2019-11-27#t184w0,2019-11-27,Mr. Bourque,142,1.0,155,2.49353,1.60347,2.16968
2019-11-27#t185w0,2019-11-27,Mr. Austin,108,1.0,125,2.28879,2.08471,2.16828
2019-11-27#t187w0,2019-11-27,Mr. Crossman,107,1.0,136,3.06373,0.05189,1.99673
2019-11-27#t188w0,2019-11-27,Hon. Mr. Carr,205,1.0,235,2.35762,0.17061,2.08749
2019-11-27#t189w0,2019-11-27,Ms. Rogers,116,1.0,137,2.63597,-1.24366,2.14528
2019-11-27#t190w0,2019-11-27,Mr. Coon,220,1.0,266,2.37703,-0.08165,2.06701
2019-11-27#t191w0,2019-11-27,Hon. Mr. Gauvin,206,0.0,248,2.17062,-0.21754,2.13201
2019-11-27#t192w0,2019-11-27,Mr. Bourque,196,0.842,224,2.33563,0.13103,2.07199
2019-11-27#t193w0,2019-11-27,Mr. Coon,127,1.0,148,2.60692,-1.10478,2.14489
2019-11-27#t194w0,2019-11-27,Mr. DeSaulniers,117,1.0,144,2.69173,-0.61044,2.02556
2019-11-27#t195w0,2019-11-27,Hon. Mr. Stewart,247,1.0,288,2.3353,1.15783,2.0583
2019-11-27#t196w0,2019-11-27,Mrs. Harris,113,1.0,128,2.65103,0.11312,2.00294
2019-11-27#t197w0,2019-11-27,Mr. Coon,147,1.0,165,2.02193,2.61623,2.27752
2019-11-27#t198w0,2019-11-27,Mrs. Conroy,124,1.0,147,2.2563,2.39196,2.19682
2019-11-27#t200w0,2019-11-27,Hon. S. Wilson,55,1.0,73,3.11509,0.24844,1.74826
2019-11-27#t202w0,2019-11-27,Mr. Speaker,318,0.943,410,2.39403,1.05668,2.00036
2019-11-27#t202w1,2019-11-27,Mr. Speaker,342,0.573,423,2.12636,1.13878,2.14284
2019-11-27#t203w0,2019-11-27,,352,1.0,448,2.56365,0.43434,1.9625
2019-11-27#t203w1,2019-11-27,,77,1.0,94,3.08678,-1.26324,1.91634
2019-11-27#t205w0,2019-11-27,Mr. Savoie,66,1.0,89,2.44642,-0.34987,1.98019
2019-11-27#t206w0,2019-11-27,,307,0.743,360,2.28087,-0.34666,2.07157
2019-11-27#t207w0,2019-11-27,Mr. McKee,104,1.0,120,2.38494,1.52287,2.01025
2019-11-27#t208w0,2019-11-27,Mr. Coon,112,1.0,134,2.6928,-0.49334,2.05241
2019-11-27#t209w0,2019-11-27,Mrs. M. LeBlanc,123,0.187,155,2.72807,0.15112,2.08501
2019-11-27#t212w0,2019-11-27,,273,0.861,326,2.19463,-0.67905,2.03407
2019-11-27#t213w0,2019-11-27,Mr. Melanson,66,1.0,77,3.51819,-1.31467,1.85942
2019-11-27#t214w0,2019-11-27,Mr. Coon,87,1.0,103,2.67304,1.57405,2.02033
2019-11-27#t216w0,2019-11-27,,342,1.0,389,1.85967,1.03997,2.22056
2019-11-27#t216w1,2019-11-27,,132,1.0,145,2.55893,1.78681,2.04081
2019-11-27#t217w0,2019-11-27,Mr. McKee,133,1.0,157,2.57935,0.67843,2.05466
2019-11-27#t218w0,2019-11-27,Mr. Coon,160,0.869,188,2.30249,0.59742,2.15654
2019-11-27#t219w0,2019-11-27,,226,0.925,273,2.54305,0.00483,2.05394
2019-11-27#t220w0,2019-11-27,Mr. Melanson,144,1.0,166,2.68225,0.03325,2.03936
2019-11-27#t221w0,2019-11-27,Mr. Coon,92,1.0,113,2.27861,-1.31036,2.15801
2019-11-27#t222w0,2019-11-27,,304,1.0,363,2.34612,0.57139,2.02665
2019-11-27#t223w0,2019-11-27,M. D’Amours,298,0.691,351,2.43813,0.27999,2.0704
2019-11-27#t223w1,2019-11-27,M. D’Amours,189,0.0,216,2.84672,-1.36558,2.00114
2019-11-27#t224w0,2019-11-27,Mr. Speaker,64,1.0,77,2.45807,2.29137,2.11626
2019-11-27#t228w0,2019-11-27,Mr. D’Amours,343,0.531,405,2.88298,1.59342,1.9996
2019-11-27#t228w1,2019-11-27,Mr. D’Amours,260,0.0,332,2.5701,0.34149,2.00269
2019-11-27#t229w0,2019-11-27,Ms. Mitton,194,1.0,220,2.37428,-0.07973,2.18774
2019-11-27#t230w0,2019-11-27,Mr. Austin,332,1.0,393,2.65745,-0.47778,2.00475
2019-11-27#t230w1,2019-11-27,Mr. Austin,316,1.0,359,2.57247,1.0038,2.09226
2019-11-27#t230w2,2019-11-27,Mr. Austin,241,1.0,273,2.0958,1.44547,2.17113
2019-11-27#t230w3,2019-11-27,Mr. Austin,349,1.0,399,2.37707,0.86338,2.07192
2019-11-27#t230w4,2019-11-27,Mr. Austin,322,1.0,382,2.43864,0.29104,2.07672
2019-11-27#t230w5,2019-11-27,Mr. Austin,339,1.0,381,2.70695,0.74277,2.04826
2019-11-27#t230w6,2019-11-27,Mr. Austin,294,1.0,337,2.60837,2.25641,2.07273
2019-11-27#t230w7,2019-11-27,Mr. Austin,338,1.0,395,2.55248,1.13803,2.14248
2019-11-27#t230w8,2019-11-27,Mr. Austin,331,1.0,410,2.40985,1.65525,2.0818
2019-11-27#t230w9,2019-11-27,Mr. Austin,349,1.0,433,2.40129,0.72598,2.08671
2019-11-27#t230w10,2019-11-27,Mr. Austin,338,1.0,395,2.42703,-0.48162,2.00283
2019-11-27#t230w11,2019-11-27,Mr. Austin,355,1.0,406,2.39108,0.92191,2.10895
2019-11-27#t230w12,2019-11-27,Mr. Austin,323,1.0,385,2.56602,0.1873,2.0087
2019-11-27#t230w13,2019-11-27,Mr. Austin,113,1.0,128,1.92359,1.7192,2.12994
2019-11-27#t231w0,2019-11-27,Mr. C. Chiasson,160,0.762,193,2.16132,0.31817,2.28644
2019-11-27#t232w0,2019-11-27,Mr. C. Chiasson,360,0.739,412,2.48045,0.2968,2.10809
