seg_id,date,speaker,n_words,orig_frac,n_tok,logppl,fastdetect_d,lrr
2025-11-20#t1214w0,2025-11-20,Mr. Weir,333,1.0,431,2.55229,0.13061,2.04944
2025-11-20#t1214w1,2025-11-20,Mr. Weir,120,1.0,156,2.64445,0.65913,2.01177
2025-11-20#t1215w0,2025-11-20,Mr. Weir,272,1.0,364,2.54786,1.04874,2.05055
2025-11-20#t1215w1,2025-11-20,Mr. Weir,130,1.0,166,2.76983,-0.63382,2.05553
2025-11-20#t1216w0,2025-11-20,Mr. Deputy Speaker,351,0.889,471,2.30383,0.12709,2.05218
2025-11-20#t1216w1,2025-11-20,Mr. Deputy Speaker,147,1.0,182,2.65552,-1.01325,2.05033
2025-11-21#t1218w0,2025-11-21,Mr. Russell,152,1.0,213,2.60537,-0.32359,1.8716
2025-11-21#t1219w0,2025-11-21,Hon. Mr. McKee,123,0.967,144,2.27407,0.70974,2.09173
2025-11-21#t1220w0,2025-11-21,Hon. Ms. Holt,239,1.0,309,2.07431,1.71424,2.11737
2025-11-21#t1221w0,2025-11-21,Mr. Russell,133,1.0,179,2.34657,0.48822,2.00078
2025-11-21#t1222w0,2025-11-21,Hon. C. Chiasson,174,0.0,213,2.31826,1.16966,2.06807
2025-11-21#t1223w0,2025-11-21,Mr. Oliver,183,1.0,231,2.82523,0.07852,1.94845
2025-11-21#t1225w0,2025-11-21,Hon. Mr. Finnigan,292,0.986,364,2.40637,0.92259,2.05303
2025-11-21#t1226w0,2025-11-21,Ms. Wilcott,132,1.0,166,2.96892,0.75283,1.94409
2025-11-21#t1227w0,2025-11-21,Ms. Bockus,170,1.0,203,2.32853,1.57623,2.16363
2025-11-21#t1228w0,2025-11-21,Ms. Mitton,151,1.0,191,2.12692,1.21745,2.15209
2025-11-21#t1229w0,2025-11-21,Mr. Lee,123,1.0,188,2.92078,-1.03825,1.74921
2025-11-21#t1230w0,2025-11-21,Mr. Coon,172,1.0,237,2.3505,0.33552,2.07229
2025-11-21#t1231w0,2025-11-21,Ms. Bockus,157,1.0,176,2.65631,-0.25476,2.051
2025-11-21#t1232w0,2025-11-21,Mr. Coon,156,1.0,193,2.7408,-1.50397,1.932
2025-11-21#t1233w0,2025-11-21,Mr. Bourque,129,0.0,156,2.81682,-1.61294,1.88721
2025-11-21#t1234w0,2025-11-21,Mr. Monahan,141,1.0,183,2.60641,0.52244,2.00971
2025-11-21#t1235w0,2025-11-21,Ms. Wilcott,102,0.725,118,2.49027,1.55057,2.09843
2025-11-21#t1236w0,2025-11-21,Ms. M. Johnson,140,1.0,178,2.78826,0.70591,1.9621
2025-11-21#t1237w0,2025-11-21,Mr. Doucet,182,0.341,222,2.34942,0.84612,2.05269
2025-11-21#t1238w0,2025-11-21,Ms. M. Wilson,159,1.0,199,2.6438,0.25901,2.0527
2025-11-21#t1239w0,2025-11-21,Mr. J. LeBlanc,124,0.46,162,2.65632,0.40504,1.97955
2025-11-21#t1240w0,2025-11-21,Mr. Ames,156,1.0,186,2.60861,1.14119,1.98322
2025-11-21#t1241w0,2025-11-21,Mr. Savoie,149,0.919,180,2.78667,-2.07584,1.99819
2025-11-21#t1242w0,2025-11-21,Hon. C. Chiasson,79,1.0,92,2.25303,0.4571,2.05358
2025-11-21#t1244w0,2025-11-21,Hon. C. Chiasson,87,1.0,104,2.38189,-1.11064,1.93561
2025-11-21#t1245w0,2025-11-21,Mr. Savoie,66,1.0,92,2.45492,-0.18428,1.97208
2025-11-21#t1246w0,2025-11-21,Hon. C. Chiasson,120,1.0,143,2.24267,1.19296,2.06919
2025-11-21#t1247w0,2025-11-21,Mr. Savoie,194,1.0,236,2.69802,-0.21284,2.04766
2025-11-21#t1248w0,2025-11-21,Hon. C. Johnson,127,1.0,158,2.35869,0.70329,2.21466
2025-11-21#t1249w0,2025-11-21,Mr. Savoie,98,1.0,125,2.45352,0.1195,2.00579
2025-11-21#t1250w0,2025-11-21,Hon. Mr. Herron,130,1.0,154,2.6509,-1.539,2.05956
2025-11-21#t1251w0,2025-11-21,Mr. Savoie,110,1.0,133,2.5151,-1.18737,2.02659
2025-11-21#t1252w0,2025-11-21,Hon. Ms. Holt,101,1.0,131,2.44888,-0.56296,1.99762
2025-11-21#t1253w0,2025-11-21,Mr. Savoie,91,1.0,112,3.30987,-2.31495,1.92821
2025-11-21#t1254w0,2025-11-21,Hon. Ms. Holt,129,1.0,161,2.64797,0.76604,2.05571
2025-11-21#t1255w0,2025-11-21,Mr. Savoie,80,1.0,102,3.14037,-1.57494,1.8684
2025-11-21#t1256w0,2025-11-21,Hon. Mr. Herron,142,1.0,168,3.15315,-2.72927,1.9189
2025-11-21#t1257w0,2025-11-21,Mr. Lee,152,1.0,192,3.00292,-2.69138,1.9076
2025-11-21#t1258w0,2025-11-21,Hon. C. Johnson,158,1.0,199,2.54073,-1.0243,2.11537
2025-11-21#t1259w0,2025-11-21,Mr. Lee,185,1.0,252,2.76521,-0.77743,1.9013
2025-11-21#t1260w0,2025-11-21,Hon. C. Johnson,134,0.0,154,2.75914,0.08276,2.10576
2025-11-21#t1261w0,2025-11-21,Mr. Lee,191,1.0,223,2.9068,-1.95831,1.99445
2025-11-21#t1262w0,2025-11-21,Hon. C. Johnson,61,1.0,75,2.44632,0.26574,2.22688
2025-11-21#t1263w0,2025-11-21,Mr. Monahan,152,1.0,194,2.44882,-0.20817,1.98744
2025-11-21#t1264w0,2025-11-21,Hon. Mr. Legacy,164,1.0,222,2.20817,1.47581,2.09265
2025-11-21#t1265w0,2025-11-21,Mr. Monahan,188,1.0,227,3.03766,-2.27044,1.92472
2025-11-21#t1266w0,2025-11-21,Hon. Mr. Legacy,163,1.0,222,2.89247,-1.40433,1.90589
2025-11-21#t1267w0,2025-11-21,Mr. Monahan,145,0.0,174,2.79997,0.03564,2.02343
2025-11-21#t1268w0,2025-11-21,Hon. Mr. Legacy,163,0.0,204,2.43717,0.2889,2.00673
2025-11-21#t1269w0,2025-11-21,Mr. Austin,142,1.0,195,2.51499,-0.33622,2.08363
2025-11-21#t1270w0,2025-11-21,Hon. Mr. Legacy,163,1.0,199,3.06795,-1.71203,1.90193
2025-11-21#t1271w0,2025-11-21,Mr. Austin,188,1.0,246,2.52479,0.51617,2.08622
2025-11-21#t1272w0,2025-11-21,Hon. Mr. Legacy,113,1.0,143,2.6264,0.17745,2.03843
2025-11-21#t1273w0,2025-11-21,Mr. Austin,180,1.0,231,2.78723,-0.96334,1.95907
2025-11-21#t1274w0,2025-11-21,Hon. Mr. Legacy,116,1.0,144,2.926,-0.90526,1.96925
2025-11-21#t1275w0,2025-11-21,Mr. Savoie,138,1.0,196,2.20947,0.35295,2.03801
2025-11-21#t1276w0,2025-11-21,Hon. Ms. Holt,164,1.0,205,2.47592,-0.53487,2.03972
2025-11-21#t1277w0,2025-11-21,Ms. M. Wilson,84,1.0,102,2.61445,0.29326,1.99616
2025-11-21#t1280w0,2025-11-21,Hon. Mr. Hickey,214,0.935,265,2.2613,-0.94631,2.11027
2025-11-21#t1281w0,2025-11-21,Ms. Conroy,291,1.0,392,2.40139,-0.03969,2.09893
2025-11-21#t1281w1,2025-11-21,Ms. Conroy,87,1.0,103,2.49169,1.40275,2.11198
2025-11-21#t1282w0,2025-11-21,Mr. Coon,290,1.0,369,2.4724,0.2544,2.08699
2025-11-21#t1283w0,2025-11-21,Hon. Ms. Boudreau,169,0.373,215,2.71319,-1.98268,1.96361
2025-11-21#t1284w0,2025-11-21,Ms. M. Johnson,170,1.0,207,2.63005,-0.52172,2.11934
2025-11-21#t1285w0,2025-11-21,Ms. Mitton,174,0.805,210,2.39504,0.18153,2.08352
2025-11-21#t1286w0,2025-11-21,Hon. Ms. Miles,176,0.989,207,2.38249,-0.46615,2.08506
2025-11-21#t1287w0,2025-11-21,Ms. M. Johnson,183,1.0,216,2.64004,-0.11884,2.0562
2025-11-21#t1288w0,2025-11-21,Ms. Mitton,146,0.973,167,2.3819,0.02566,2.08478
2025-11-21#t1289w0,2025-11-21,Hon. Ms. Boudreau,175,0.269,223,2.09142,-0.23386,2.14486
2025-11-21#t1290w0,2025-11-21,Ms. Scott-Wallace,190,1.0,230,2.189,0.95936,2.11532
2025-11-21#t1291w0,2025-11-21,Mr. Coon,356,0.862,449,2.14936,0.82984,2.12017
2025-11-21#t1292w0,2025-11-21,Hon. Mr. McKee,104,1.0,148,2.00148,0.96252,2.06486
2025-12-02#t1295w0,2025-12-02,Hon. Ms. Miles,153,1.0,217,2.45809,-0.78819,2.03522
2025-12-02#t1296w0,2025-12-02,Hon. Ms. Holt,269,1.0,344,2.2462,1.22532,2.06091
2025-12-02#t1299w0,2025-12-02,Mr. Monahan,269,1.0,320,2.40988,-0.65833,2.0162
2025-12-02#t1300w0,2025-12-02,Hon. Mr. Randall,214,1.0,259,2.46326,1.29441,2.10893
2025-12-02#t1301w0,2025-12-02,Mr. Cullins,178,1.0,234,2.14919,0.67206,2.05699
2025-12-02#t1302w0,2025-12-02,Mr. Russell,161,1.0,218,2.14301,1.13408,2.09889
2025-12-02#t1303w0,2025-12-02,Hon. Ms. Miles,202,1.0,253,2.93965,-1.85467,1.91599
2025-12-02#t1304w0,2025-12-02,Mr. Hogan,151,1.0,192,2.50045,0.10913,2.00015
2025-12-02#t1305w0,2025-12-02,Mr. Coon,130,1.0,179,2.61378,0.37081,1.93443
2025-12-02#t1306w0,2025-12-02,Ms. Vautour,140,0.0,205,2.99778,0.17827,1.84609
2025-12-02#t1307w0,2025-12-02,Mr. Weir,156,1.0,189,2.86799,1.02496,1.96761
2025-12-02#t1308w0,2025-12-02,Ms. Mitton,161,1.0,201,2.67799,-1.01002,2.04731
2025-12-02#t1309w0,2025-12-02,Mr. J. LeBlanc,143,0.0,176,2.46514,0.51688,2.03182
2025-12-02#t1310w0,2025-12-02,Ms. Bockus,146,1.0,181,2.60203,-0.15095,2.06158
2025-12-02#t1311w0,2025-12-02,Mr. Robichaud,132,0.0,170,2.5826,-1.12085,2.02527
2025-12-02#t1312w0,2025-12-02,Mr. Hogan,163,1.0,204,2.5874,0.35056,2.14819
2025-12-02#t1313w0,2025-12-02,Ms. Vautour,136,0.0,172,2.57605,-0.9566,1.99625
2025-12-02#t1314w0,2025-12-02,Mr. Lee,163,1.0,222,2.41114,-0.70605,2.05762
2025-12-02#t1315w0,2025-12-02,Mr. Johnston,171,0.947,210,2.65991,-1.81401,1.98873
2025-12-02#t1316w0,2025-12-02,Mr. Austin,327,1.0,406,2.37082,0.06238,2.08726
2025-12-02#t1317w0,2025-12-02,Hon. Ms. Holt,151,1.0,183,2.35299,0.21523,2.12207
2025-12-02#t1318w0,2025-12-02,Mr. Savoie,124,1.0,168,3.04451,-0.76525,1.88142
2025-12-02#t1319w0,2025-12-02,Hon. Ms. Holt,194,1.0,232,2.53199,-0.15048,2.05228
2025-12-02#t1320w0,2025-12-02,Mr. Savoie,161,1.0,236,1.98005,0.77494,2.12853
2025-12-02#t1321w0,2025-12-02,Hon. Ms. Holt,213,1.0,256,2.72692,-0.14266,2.04087
2025-12-02#t1322w0,2025-12-02,Mr. Savoie,142,0.958,185,2.55643,-1.40966,2.01122
2025-12-02#t1323w0,2025-12-02,Hon. Ms. Holt,136,0.0,169,2.48473,0.16978,2.12715
2025-12-02#t1324w0,2025-12-02,Mr. Savoie,146,1.0,174,3.0787,-1.39564,1.87244
2025-12-02#t1325w0,2025-12-02,Hon. C. Chiasson,153,1.0,177,2.63149,0.72515,2.03445
2025-12-02#t1326w0,2025-12-02,Mr. Savoie,91,1.0,112,2.71021,-0.68664,1.96418
2025-12-02#t1327w0,2025-12-02,Hon. C. Chiasson,121,1.0,155,2.24793,0.96921,2.09532
2025-12-02#t1328w0,2025-12-02,Mr. Savoie,124,1.0,146,2.74398,-0.63888,2.01143
2025-12-02#t1329w0,2025-12-02,Hon. C. Chiasson,154,1.0,189,2.61674,0.61883,2.0858
2025-12-02#t1330w0,2025-12-02,Mr. Lee,116,1.0,147,2.92977,-1.0139,1.94272
2025-12-02#t1331w0,2025-12-02,Hon. C. Chiasson,145,1.0,190,2.33911,1.6367,2.07449
2025-12-02#t1332w0,2025-12-02,Mr. Lee,187,1.0,250,2.96715,-1.39816,1.94125
2025-12-02#t1333w0,2025-12-02,Hon. C. Chiasson,161,1.0,207,2.42645,1.95337,2.02101
2025-12-02#t1334w0,2025-12-02,Mr. Oliver,129,1.0,166,2.66637,-2.0855,2.03267
2025-12-02#t1335w0,2025-12-02,Hon. C. Chiasson,142,1.0,170,2.62168,1.34091,2.13189
2025-12-02#t1336w0,2025-12-02,Mr. Oliver,145,1.0,173,2.48548,-0.48567,2.08383
2025-12-02#t1337w0,2025-12-02,Hon. Mr. McKee,179,1.0,211,2.44254,0.9042,2.1829
2025-12-02#t1338w0,2025-12-02,Mr. Oliver,123,1.0,151,2.78118,-1.26106,1.97063
2025-12-02#t1339w0,2025-12-02,Hon. C. Chiasson,145,1.0,180,2.46119,1.76268,2.0908
2025-12-02#t1340w0,2025-12-02,Mr. Coon,151,1.0,189,2.7296,-0.0175,1.97777
2025-12-02#t1342w0,2025-12-02,Mr. Coon,147,1.0,183,2.97889,-1.0569,1.88942
2025-12-02#t1343w0,2025-12-02,Hon. Mr. Herron,56,1.0,71,2.93152,-0.82339,2.04007
2025-12-02#t1344w0,2025-12-02,Mr. Austin,149,1.0,186,2.80835,-1.22585,2.0028
2025-12-02#t1345w0,2025-12-02,Hon. Ms. Holt,156,1.0,194,2.38506,1.40961,2.13872
2025-12-02#t1346w0,2025-12-02,Mr. Austin,190,1.0,249,2.55968,0.11865,2.07286
2025-12-02#t1347w0,2025-12-02,Hon. Ms. Holt,225,1.0,276,2.5083,0.10672,2.03107
2025-12-02#t1348w0,2025-12-02,Mr. Austin,178,1.0,230,2.63514,-1.377,2.06185
2025-12-02#t1349w0,2025-12-02,Hon. Ms. Holt,166,1.0,214,2.05996,0.85815,2.11932
2025-12-02#t1350w0,2025-12-02,Mr. M. LeBlanc,52,1.0,62,2.64976,1.25442,2.09966
2025-12-02#t1355w0,2025-12-02,Hon. Mr. McKee,233,0.592,261,2.42731,0.69247,2.09823
2025-12-02#t1356w0,2025-12-02,Mr. Weir,265,1.0,315,2.71384,-0.97499,2.01053
2025-12-02#t1357w0,2025-12-02,Mr. Coon,251,0.984,304,2.51865,-1.9228,2.02521
2025-12-02#t1358w0,2025-12-02,Hon. Mr. Dornan,179,0.832,209,2.30495,0.45714,2.15053
2025-12-02#t1359w0,2025-12-02,Mr. Hogan,197,1.0,246,2.71165,-0.3356,1.9762
2025-12-02#t1360w0,2025-12-02,Ms. Mitton,172,1.0,215,2.78841,-1.51081,1.94824
2025-12-02#t1361w0,2025-12-02,Hon. Mr. McKee,220,0.586,264,2.16707,1.06965,2.1138
2025-12-02#t1362w0,2025-12-02,Mr. Weir,117,1.0,153,2.36614,-0.2201,2.12379
2025-12-02#t1363w0,2025-12-02,Mr. Weir,114,1.0,138,3.56823,-1.28176,1.84395
2025-12-02#t1364w0,2025-12-02,Mr. Coon,228,0.982,284,2.50537,0.87948,2.09656
2025-12-02#t1365w0,2025-12-02,Hon. Ms. Thériault,143,0.343,183,2.06523,2.10675,2.21804
2025-12-02#t1366w0,2025-12-02,Ms. M. Wilson,156,1.0,185,2.7776,-0.94577,2.04356
2025-12-02#t1367w0,2025-12-02,Ms. Mitton,355,0.304,482,2.41204,-0.89046,1.99269
2025-12-02#t1367w1,2025-12-02,Ms. Mitton,204,0.696,269,2.35522,0.56569,2.01025
2025-12-02#t1368w0,2025-12-02,Hon. Mr. Legacy,107,0.374,151,2.58587,-1.15578,2.06827
2025-12-02#t1369w0,2025-12-02,Hon. Mr. Legacy,331,0.574,426,2.35759,-0.27952,2.14526
2025-12-02#t1369w1,2025-12-02,Hon. Mr. Legacy,332,0.587,432,2.32041,0.56066,2.05872
2025-12-02#t1369w2,2025-12-02,Hon. Mr. Legacy,355,0.513,431,2.52781,-1.02956,2.03845
2025-12-02#t1369w3,2025-12-02,Hon. Mr. Legacy,355,0.462,466,2.44171,-0.62111,2.02691
2025-12-02#t1370w0,2025-12-02,Hon. Mr. Legacy,281,0.591,353,2.59825,-0.00945,2.02811
2025-12-02#t1370w1,2025-12-02,Hon. Mr. Legacy,343,0.805,428,2.49084,-0.64151,1.99345
2025-12-02#t1370w2,2025-12-02,Hon. Mr. Legacy,160,0.494,203,2.42489,0.15697,2.04128
2025-12-02#t1371w0,2025-12-02,Mr. Monahan,320,1.0,398,2.63759,1.02546,2.05745
2025-12-02#t1371w1,2025-12-02,Mr. Monahan,174,1.0,210,2.57324,0.78939,2.05202
2025-12-02#t1372w0,2025-12-02,Ms. Mitton,301,1.0,345,2.4105,0.75493,2.12557
2025-12-02#t1372w1,2025-12-02,Ms. Mitton,358,1.0,411,2.50515,-0.31952,2.04975
2025-12-02#t1372w2,2025-12-02,Ms. Mitton,267,1.0,325,2.76619,-0.27032,1.9785
2025-12-02#t1372w3,2025-12-02,Ms. Mitton,279,1.0,354,2.51277,0.63363,2.06337
2025-12-02#t1372w4,2025-12-02,Ms. Mitton,260,0.904,323,2.46025,1.94558,2.07349
2025-12-02#t1374w0,2025-12-02,Madam Speaker,59,1.0,76,2.04968,-1.07751,2.02355
2025-12-02#t1375w0,2025-12-02,Mr. M. LeBlanc,351,0.63,470,1.82469,1.27305,2.17262
2025-12-02#t1375w1,2025-12-02,Mr. M. LeBlanc,97,0.454,130,2.08175,1.7265,1.94226
2025-12-02#t1376w0,2025-12-02,Mr. M. LeBlanc,356,0.621,428,2.13135,1.13236,2.18288
2025-12-02#t1377w0,2025-12-02,Mr. Austin,336,1.0,404,2.38796,-0.63588,2.13827
2025-12-02#t1377w1,2025-12-02,Mr. Austin,57,1.0,71,2.62804,0.49137,2.10632
2025-12-02#t1378w0,2025-12-02,Ms. Mitton,328,0.86,397,2.48931,0.54223,2.10169
2025-12-02#t1379w0,2025-12-02,Mr. Weir,350,0.989,418,2.50788,1.38815,2.12315
2025-12-03#t1381w0,2025-12-03,Hon. C. Johnson,51,0.0,71,2.59896,-0.64273,1.98455
2025-12-03#t1383w0,2025-12-03,Hon. Mr. McKee,162,0.549,218,2.17321,0.85065,2.03881
2025-12-03#t1384w0,2025-12-03,Mr. Hogan,159,1.0,202,2.24117,-0.20969,2.04323
2025-12-03#t1385w0,2025-12-03,Ms. Scott-Wallace,143,1.0,185,2.14152,0.56146,2.05024
2025-12-03#t1386w0,2025-12-03,Hon. Mr. Gauvin,98,0.0,138,2.25148,1.36322,2.13184
2025-12-03#t1387w0,2025-12-03,Ms. Scott-Wallace,119,1.0,163,2.94168,0.98343,1.87398
2025-12-03#t1388w0,2025-12-03,Mr. Coon,156,1.0,207,1.90003,1.04577,2.22384
2025-12-03#t1389w0,2025-12-03,Ms. Vautour,131,0.0,157,2.42724,0.34112,2.05794
2025-12-03#t1390w0,2025-12-03,Mr. Russell,97,1.0,117,2.31291,0.85246,2.25609
2025-12-03#t1391w0,2025-12-03,Mr. Doucet,148,0.122,191,2.60131,-0.94396,1.98387
2025-12-03#t1392w0,2025-12-03,Mr. Lee,171,1.0,209,3.16454,-1.87747,2.00119
2025-12-03#t1393w0,2025-12-03,Mr. Coon,158,0.975,196,2.92754,-1.15182,1.9135
2025-12-03#t1394w0,2025-12-03,Mr. Mallet,109,0.0,136,2.39,1.1232,2.13346
2025-12-03#t1395w0,2025-12-03,Mr. Oliver,152,0.974,197,2.54824,0.65666,2.07746
2025-12-03#t1396w0,2025-12-03,Ms. Sodhi,130,1.0,160,2.08931,0.89991,2.14503
2025-12-03#t1397w0,2025-12-03,Ms. Scott-Wallace,165,1.0,206,3.06649,-1.85614,1.93721
2025-12-03#t1398w0,2025-12-03,Mr. M. LeBlanc,152,0.0,195,2.38107,0.84998,2.08449
2025-12-03#t1399w0,2025-12-03,Mr. Cullins,163,1.0,187,2.56148,0.85753,2.01159
2025-12-03#t1400w0,2025-12-03,Mr. Bourque,110,0.0,145,2.58695,0.28184,2.02122
2025-12-03#t1401w0,2025-12-03,Ms. S. Wilson,133,1.0,174,2.6691,-0.17744,2.02394
2025-12-03#t1402w0,2025-12-03,Mr. Savoie,175,0.943,211,2.59664,-0.33202,1.99975
2025-12-03#t1403w0,2025-12-03,Hon. Mr. Herron,133,1.0,157,2.72072,-0.69692,2.01447
2025-12-03#t1404w0,2025-12-03,Mr. Savoie,132,1.0,173,2.48982,-9e-05,2.02246
2025-12-03#t1405w0,2025-12-03,Hon. Mr. Herron,145,1.0,172,2.89257,-0.3889,1.95315
2025-12-03#t1406w0,2025-12-03,Mr. Savoie,66,1.0,81,2.68319,-0.3183,2.05045
2025-12-03#t1407w0,2025-12-03,Hon. Mr. Herron,139,1.0,166,2.80248,0.13405,1.96024
2025-12-03#t1408w0,2025-12-03,Mr. Savoie,90,1.0,118,2.33438,0.226,1.97938
2025-12-03#t1409w0,2025-12-03,Hon. Mr. Herron,153,1.0,176,3.18528,-0.82498,1.96792
2025-12-03#t1410w0,2025-12-03,Mr. Savoie,154,1.0,182,2.90819,-1.38108,1.9723
2025-12-03#t1411w0,2025-12-03,Hon. Mr. Herron,149,1.0,184,3.02699,-2.37451,1.96224
2025-12-03#t1412w0,2025-12-03,Mr. Savoie,171,1.0,205,2.86648,-0.57149,1.97484
2025-12-03#t1413w0,2025-12-03,Hon. Mr. Herron,150,1.0,174,3.00221,-0.76975,2.00505
2025-12-03#t1414w0,2025-12-03,Mr. Monahan,167,1.0,205,2.49849,-0.76785,2.01361
2025-12-03#t1415w0,2025-12-03,Hon. Mr. Legacy,178,1.0,219,2.57174,-0.46167,2.0772
2025-12-03#t1416w0,2025-12-03,M. Monahan,146,0.0,172,2.80573,-0.81175,1.9883
2025-12-03#t1417w0,2025-12-03,L’hon. M. Legacy,187,0.0,233,2.73426,0.17287,1.98894
2025-12-03#t1418w0,2025-12-03,Mr. Monahan,165,1.0,199,3.07634,-1.27493,1.94196
2025-12-03#t1419w0,2025-12-03,Hon. Mr. Legacy,173,1.0,222,2.55645,-0.50031,2.099
2025-12-03#t1420w0,2025-12-03,Mr. Austin,170,1.0,200,2.70634,-1.25673,1.96918
2025-12-03#t1421w0,2025-12-03,Hon. Mr. Legacy,185,1.0,225,2.52546,0.19652,2.07748
2025-12-03#t1422w0,2025-12-03,Mr. Austin,128,1.0,147,2.82048,-0.531,1.92958
2025-12-03#t1423w0,2025-12-03,Hon. Mr. Legacy,125,1.0,156,3.0028,-0.91568,1.94284
2025-12-03#t1424w0,2025-12-03,Mr. Austin,143,1.0,176,2.47113,0.16844,2.08526
2025-12-03#t1425w0,2025-12-03,Hon. Mr. Legacy,150,1.0,196,2.94748,-0.55551,1.95629
2025-12-03#t1426w0,2025-12-03,Ms. Mitton,141,1.0,174,2.87684,-2.43501,1.85708
2025-12-03#t1427w0,2025-12-03,Hon. C. Chiasson,149,1.0,182,2.74129,0.32543,2.0922
2025-12-03#t1428w0,2025-12-03,Ms. Mitton,166,1.0,207,3.07912,-1.13694,1.9315
2025-12-03#t1429w0,2025-12-03,Hon. C. Chiasson,124,1.0,155,2.8889,0.31159,1.97059
2025-12-03#t1430w0,2025-12-03,Ms. Mitton,147,1.0,174,2.70787,0.49024,2.09729
2025-12-03#t1431w0,2025-12-03,Hon. C. Chiasson,166,1.0,219,2.44326,0.9052,2.0199
2025-12-03#t1432w0,2025-12-03,Mr. Savoie,169,1.0,216,2.35645,0.77962,2.0773
2025-12-03#t1433w0,2025-12-03,Hon. Mr. Herron,120,1.0,141,2.72964,-0.95141,1.9619
2025-12-03#t1435w0,2025-12-03,Hon. Mr. Gauvin,121,0.0,162,2.74631,-0.82122,1.94124
2025-12-03#t1436w0,2025-12-03,Ms. Wilcott,72,0.0,93,2.71907,-0.03987,1.94605
2025-12-03#t1437w0,2025-12-03,Hon. Mr. D’Amours,245,0.322,303,2.13957,0.44101,2.17738
2025-12-03#t1438w0,2025-12-03,Mr. Cullins,101,1.0,121,2.08923,0.6117,2.06915
2025-12-03#t1439w0,2025-12-03,Mr. Coon,238,0.895,282,2.01305,1.98371,2.2658
2025-12-03#t1440w0,2025-12-03,Hon. Mr. Randall,197,0.929,252,3.08636,-1.72104,1.89472
2025-12-03#t1441w0,2025-12-03,Mr. Russell,215,1.0,248,2.19803,2.86851,2.14078
2025-12-03#t1442w0,2025-12-03,Ms. Mitton,199,1.0,258,2.38437,0.9176,2.13755
2025-12-03#t1443w0,2025-12-03,Hon. Ms. Miles,204,0.887,241,2.08742,0.10935,2.17015
2025-12-03#t1444w0,2025-12-03,Mr. Savoie,271,1.0,328,2.42034,0.70794,2.10146
2025-12-03#t1445w0,2025-12-03,Ms. Mitton,117,0.0,139,2.55606,0.45491,1.96991
2025-12-03#t1446w0,2025-12-03,Mr. Weir,332,1.0,392,2.39481,1.06978,2.07422
2025-12-03#t1447w0,2025-12-03,Mr. Oliver,81,1.0,109,2.45486,-0.43399,1.97726
2025-12-03#t1448w0,2025-12-03,Mr. M. LeBlanc,356,0.817,460,2.34601,0.99415,2.14158
2025-12-03#t1448w1,2025-12-03,Mr. M. LeBlanc,323,0.941,408,2.54161,-0.68751,2.01785
2025-12-03#t1448w2,2025-12-03,Mr. M. LeBlanc,135,1.0,154,2.63382,0.60402,2.11425
2025-12-03#t1449w0,2025-12-03,Mr. Ames,171,1.0,214,2.60958,0.29738,2.00026
2025-12-03#t1450w0,2025-12-03,Madam Speaker,310,0.797,379,2.31363,-0.64255,2.06821
2025-12-03#t1450w1,2025-12-03,Madam Speaker,336,1.0,409,2.33222,0.91145,2.12903
2025-12-03#t1450w2,2025-12-03,Madam Speaker,286,1.0,347,2.62122,0.63832,2.01753
2025-12-03#t1450w3,2025-12-03,Madam Speaker,295,1.0,363,2.48494,0.88079,2.13433
2025-12-03#t1450w4,2025-12-03,Madam Speaker,306,1.0,411,2.19862,0.32196,2.05052
2025-12-03#t1450w5,2025-12-03,Madam Speaker,303,1.0,385,2.27043,0.35492,2.08901
2025-12-03#t1450w6,2025-12-03,Madam Speaker,316,1.0,422,2.36516,1.6034,2.10501
2025-12-03#t1450w7,2025-12-03,Madam Speaker,89,1.0,117,2.04915,-0.13975,2.09593
2025-12-03#t1454w0,2025-12-03,Mr. Chair,339,0.708,431,2.42746,0.26375,2.13867
2025-12-03#t1454w1,2025-12-03,Mr. Chair,335,0.701,400,2.14003,1.83601,2.18122
2025-12-03#t1454w2,2025-12-03,Mr. Chair,91,0.637,130,2.6721,0.43397,1.96251
2025-12-03#t1455w0,2025-12-03,Hon. C. Johnson,354,0.565,466,2.50748,0.491,2.04008
2025-12-03#t1455w1,2025-12-03,Hon. C. Johnson,282,0.915,401,2.84638,-0.51041,1.95552
2025-12-03#t1455w2,2025-12-03,Hon. C. Johnson,326,0.647,400,2.82432,-1.43962,1.99204
2025-12-03#t1456w0,2025-12-03,Mr. Chair,94,0.734,125,2.90657,-0.62042,1.98198
2025-12-04#t1458w0,2025-12-04,Ms. Mitton,125,0.84,157,2.34807,0.31685,2.08219
2025-12-04#t1459w0,2025-12-04,Hon. Mr. Hickey,109,1.0,143,2.17752,-0.06908,2.21016
2025-12-04#t1460w0,2025-12-04,Mr. Savoie,139,1.0,165,2.17379,1.60506,2.22705
2025-12-04#t1461w0,2025-12-04,Mr. Johnston,137,0.0,182,2.3177,-0.18822,2.00997
2025-12-04#t1462w0,2025-12-04,Hon. Mr. Gauvin,110,0.0,143,2.23979,0.82816,2.06925
2025-12-04#t1463w0,2025-12-04,Mr. Weir,145,1.0,180,2.66288,0.47754,2.02485
2025-12-04#t1464w0,2025-12-04,Mr. Coon,156,0.974,200,2.3251,0.52764,2.01411
2025-12-04#t1465w0,2025-12-04,Hon. Ms. Boudreau,185,0.2,252,2.49897,0.40869,1.95128
